"data" "maxima" "pd"
2018-03-11 0.71 "morn"
2018-03-11 0.87 "after"
2018-03-11 0.82 "night"
2018-03-11 0.53 "dawn"
2018-03-12 0.85 "morn"
2018-03-12 0.85 "after"
2018-03-12 0.8 "night"
2018-03-12 0.55 "dawn"
2018-03-13 0.76 "morn"
2018-03-13 0.8 "after"
2018-03-13 0.76 "night"
2018-03-13 0.57 "dawn"
2018-03-14 0.82 "morn"
2018-03-14 0.9 "after"
2018-03-14 0.86 "night"
2018-03-14 0.55 "dawn"
2018-03-15 0.71 "morn"
2018-03-15 0.8 "after"
2018-03-15 0.74 "night"
2018-03-15 0.54 "dawn"
2018-03-16 0.82 "morn"
2018-03-16 0.96 "after"
2018-03-16 0.96 "night"
2018-03-16 0.59 "dawn"
2018-03-17 0.86 "morn"
2018-03-17 0.96 "after"
2018-03-17 0.96 "night"
2018-03-17 0.57 "dawn"
2018-03-18 0.85 "morn"
2018-03-18 0.86 "after"
2018-03-18 0.77 "night"
2018-03-18 0.55 "dawn"
2018-03-19 0.85 "morn"
2018-03-19 0.96 "after"
2018-03-19 0.96 "night"
2018-03-19 0.61 "dawn"
2018-03-20 0.85 "morn"
2018-03-20 0.95 "after"
2018-03-20 0.96 "night"
2018-03-20 0.61 "dawn"
2018-03-21 0.87 "morn"
2018-03-21 0.91 "after"
2018-03-21 0.9 "night"
2018-03-21 0.62 "dawn"
2018-03-22 0.83 "morn"
2018-03-22 0.87 "after"
2018-03-22 0.83 "night"
2018-03-22 0.59 "dawn"
2018-03-23 0.84 "morn"
2018-03-23 0.9 "after"
2018-03-23 0.85 "night"
2018-03-23 0.58 "dawn"
2018-03-24 0.85 "morn"
2018-03-24 0.92 "after"
2018-03-24 0.87 "night"
2018-03-24 0.61 "dawn"
2018-03-25 0.78 "morn"
2018-03-25 0.95 "after"
2018-03-25 0.84 "night"
2018-03-25 0.61 "dawn"
2018-03-26 0.89 "morn"
2018-03-26 0.92 "after"
2018-03-26 0.9 "night"
2018-03-26 0.67 "dawn"
2018-03-27 0.87 "morn"
2018-03-27 0.92 "after"
2018-03-27 0.87 "night"
2018-03-27 0.59 "dawn"
2018-03-28 0.82 "morn"
2018-03-28 0.85 "after"
2018-03-28 0.82 "night"
2018-03-28 0.6 "dawn"
2018-03-29 0.88 "morn"
2018-03-29 0.9 "after"
2018-03-29 0.88 "night"
2018-03-29 0.6 "dawn"
2018-03-30 0.83 "morn"
2018-03-30 0.92 "after"
2018-03-30 0.96 "night"
2018-03-30 0.64 "dawn"
2018-03-31 0.84 "morn"
2018-03-31 0.85 "after"
2018-03-31 0.84 "night"
2018-03-31 0.56 "dawn"
2018-04-01 0.8 "morn"
2018-04-01 0.91 "after"
2018-04-01 0.81 "night"
2018-04-01 0.65 "dawn"
2018-04-02 0.84 "morn"
2018-04-02 0.84 "after"
2018-04-02 0.79 "night"
2018-04-02 0.49 "dawn"
2018-04-03 0.82 "morn"
2018-04-03 0.9 "after"
2018-04-03 0.83 "night"
2018-04-03 0.55 "dawn"
2018-04-04 0.82 "morn"
2018-04-04 0.93 "after"
2018-04-04 0.9 "night"
2018-04-04 0.55 "dawn"
2018-04-05 0.88 "morn"
2018-04-05 0.95 "after"
2018-04-05 0.94 "night"
2018-04-05 0.61 "dawn"
2018-04-06 0.8 "morn"
2018-04-06 0.8 "after"
2018-04-06 0.73 "night"
2018-04-06 0.51 "dawn"
2018-04-07 0.83 "morn"
2018-04-07 0.9 "after"
2018-04-07 0.85 "night"
2018-04-07 0.66 "dawn"
2018-04-08 0.88 "morn"
2018-04-08 0.9 "after"
2018-04-08 0.9 "night"
2018-04-08 0.58 "dawn"
2018-04-09 0.85 "morn"
2018-04-09 0.9 "after"
2018-04-09 0.86 "night"
2018-04-09 0.62 "dawn"
2018-04-10 0.71 "morn"
2018-04-10 0.77 "after"
2018-04-10 0.73 "night"
2018-04-10 0.59 "dawn"
2018-04-11 0.75 "morn"
2018-04-11 0.85 "after"
2018-04-11 0.81 "night"
2018-04-11 0.62 "dawn"
2018-04-12 0.87 "morn"
2018-04-12 0.86 "after"
2018-04-12 0.73 "night"
2018-04-12 0.66 "dawn"
2018-04-13 0.91 "morn"
2018-04-13 0.92 "after"
2018-04-13 0.88 "night"
2018-04-13 0.67 "dawn"
2018-04-14 0.9 "morn"
2018-04-14 0.96 "after"
2018-04-14 0.96 "night"
2018-04-14 0.74 "dawn"
2018-04-15 0.89 "morn"
2018-04-15 0.88 "after"
2018-04-15 0.85 "night"
2018-04-15 0.65 "dawn"
2018-04-16 0.86 "morn"
2018-04-16 0.85 "after"
2018-04-16 0.85 "night"
2018-04-16 0.64 "dawn"
2018-04-17 0.87 "morn"
2018-04-17 0.91 "after"
2018-04-17 0.88 "night"
2018-04-17 0.65 "dawn"
2018-04-18 0.87 "morn"
2018-04-18 0.86 "after"
2018-04-18 0.84 "night"
2018-04-18 0.76 "dawn"
2018-04-19 0.88 "morn"
2018-04-19 0.92 "after"
2018-04-19 0.92 "night"
2018-04-19 0.74 "dawn"
2018-04-20 0.91 "morn"
2018-04-20 0.94 "after"
2018-04-20 0.94 "night"
2018-04-20 0.644 "dawn"
2018-04-21 0.903 "morn"
2018-04-21 0.965 "after"
2018-04-21 0.966 "night"
2018-04-21 0.733 "dawn"
2018-04-22 0.895 "morn"
2018-04-22 0.919 "after"
2018-04-22 0.886 "night"
2018-04-22 0.634 "dawn"
2018-04-23 0.95 "morn"
2018-04-23 0.969 "after"
2018-04-23 0.971 "night"
2018-04-23 0.67 "dawn"
2018-04-24 0.92 "morn"
2018-04-24 0.939 "after"
2018-04-24 0.924 "night"
2018-04-24 0.743 "dawn"
2018-04-25 0.888 "morn"
2018-04-25 0.965 "after"
2018-04-25 0.971 "night"
2018-04-25 0.71 "dawn"
2018-04-26 0.814 "morn"
2018-04-26 0.836 "after"
2018-04-26 0.819 "night"
2018-04-26 0.606 "dawn"
2018-04-27 0.799 "morn"
2018-04-27 0.867 "after"
2018-04-27 0.806 "night"
2018-04-27 0.698 "dawn"
2018-04-28 0.874 "morn"
2018-04-28 0.965 "after"
2018-04-28 0.965 "night"
2018-04-28 0.684 "dawn"
2018-04-29 0.885 "morn"
2018-04-29 0.863 "after"
2018-04-29 0.799 "night"
2018-04-29 0.7 "dawn"
2018-04-30 0.889 "morn"
2018-04-30 0.922 "after"
2018-04-30 0.919 "night"
2018-04-30 0.788 "dawn"
2018-05-01 0.886 "morn"
2018-05-01 0.966 "after"
2018-05-01 0.966 "night"
2018-05-01 0.669 "dawn"
2018-05-02 0.902 "morn"
2018-05-02 0.905 "after"
2018-05-02 0.779 "night"
2018-05-02 0.744 "dawn"
2018-05-03 0.869 "morn"
2018-05-03 0.968 "after"
2018-05-03 0.968 "night"
2018-05-03 0.716 "dawn"
2018-05-04 0.915 "morn"
2018-05-04 0.962 "after"
2018-05-04 0.914 "night"
2018-05-04 0.767 "dawn"
2018-05-05 0.935 "morn"
2018-05-05 0.943 "after"
2018-05-05 0.928 "night"
2018-05-05 0.635 "dawn"
2018-05-06 0.882 "morn"
2018-05-06 0.878 "after"
2018-05-06 0.844 "night"
2018-05-06 0.647 "dawn"
2018-05-07 0.896 "morn"
2018-05-07 0.841 "after"
2018-05-07 0.804 "night"
2018-05-07 0.695 "dawn"
2018-05-08 0.919 "morn"
2018-05-08 0.964 "after"
2018-05-08 0.948 "night"
2018-05-08 0.486 "dawn"
2018-05-09 0.627 "morn"
2018-05-09 0.715 "after"
2018-05-09 0.677 "night"
2018-05-09 0.604 "dawn"
2018-05-10 0.818 "morn"
2018-05-10 0.783 "after"
2018-05-10 0.739 "night"
2018-05-10 0.532 "dawn"
2018-05-11 0.632 "morn"
2018-05-11 0.649 "after"
2018-05-11 0.614 "night"
2018-05-11 0.409 "dawn"
2018-05-12 0.924 "morn"
2018-05-12 0.938 "after"
2018-05-12 0.864 "night"
2018-05-12 0.674 "dawn"
2018-05-13 0.841 "morn"
2018-05-13 0.805 "after"
2018-05-13 0.746 "night"
2018-05-13 0.666 "dawn"
2018-05-14 0.8 "morn"
2018-05-14 0.829 "after"
2018-05-14 0.837 "night"
2018-05-14 0.608 "dawn"
2018-05-15 0.911 "morn"
2018-05-15 0.925 "after"
2018-05-15 0.833 "night"
2018-05-15 0.745 "dawn"
2018-05-16 0.893 "morn"
2018-05-16 0.928 "after"
2018-05-16 0.921 "night"
2018-05-16 0.734 "dawn"
2018-05-17 0.853 "morn"
2018-05-17 0.901 "after"
2018-05-17 0.85 "night"
2018-05-17 0.581 "dawn"
2018-05-18 0.885 "morn"
2018-05-18 0.845 "after"
2018-05-18 0.695 "night"
2018-05-18 0.684 "dawn"
2018-05-19 0.894 "morn"
2018-05-19 0.711 "after"
2018-05-19 0.486 "night"
2018-05-19 0.665 "dawn"
2018-05-20 0.906 "morn"
2018-05-20 0.91 "after"
2018-05-20 0.862 "night"
2018-05-20 0.645 "dawn"
2018-05-21 0.906 "morn"
2018-05-21 0.892 "after"
2018-05-21 0.884 "night"
2018-05-21 0.634 "dawn"
2018-05-22 0.932 "morn"
2018-05-22 0.919 "after"
2018-05-22 0.866 "night"
2018-05-22 0.69 "dawn"
2018-05-23 0.943 "morn"
2018-05-23 0.92 "after"
2018-05-23 0.893 "night"
2018-05-23 0.647 "dawn"
2018-05-24 0.85 "morn"
2018-05-24 0.587 "after"
2018-05-24 0.665 "night"
2018-05-24 0.645 "dawn"
2018-05-25 0.898 "morn"
2018-05-25 0.937 "after"
2018-05-25 0.938 "night"
2018-05-25 0.761 "dawn"
2018-05-26 0.901 "morn"
2018-05-26 0.935 "after"
2018-05-26 0.86 "night"
2018-05-26 0.663 "dawn"
2018-05-27 0.892 "morn"
2018-05-27 0.859 "after"
2018-05-27 0.845 "night"
2018-05-27 0.724 "dawn"
2018-05-28 0.838 "morn"
2018-05-28 0.932 "after"
2018-05-28 0.886 "night"
2018-05-28 0.71 "dawn"
2018-05-29 0.743 "morn"
2018-05-29 0.96 "after"
2018-05-29 0.961 "night"
2018-05-29 0.716 "dawn"
2018-05-30 0.905 "morn"
2018-05-30 0.914 "after"
2018-05-30 0.703 "night"
2018-05-30 0.718 "dawn"
2018-05-31 0.956 "morn"
2018-05-31 0.968 "after"
2018-05-31 0.969 "night"
2018-05-31 0.767 "dawn"
2018-06-01 0.897 "morn"
2018-06-01 0.913 "after"
2018-06-01 0.92 "night"
2018-06-01 0.823 "dawn"
2018-06-02 0.933 "morn"
2018-06-02 0.951 "after"
2018-06-02 0.862 "night"
2018-06-02 0.532 "dawn"
2018-06-03 0.946 "morn"
2018-06-03 0.946 "after"
2018-06-03 0.925 "night"
2018-06-03 0.647 "dawn"
2018-06-04 0.822 "morn"
2018-06-04 0.803 "after"
2018-06-04 0.727 "night"
2018-06-04 0.545 "dawn"
2018-06-05 0.811 "morn"
2018-06-05 0.567 "after"
2018-06-05 0.335 "night"
2018-06-05 0.446 "dawn"
2018-06-06 0.498 "morn"
2018-06-06 0.269 "after"
2018-06-06 0.231 "night"
2018-06-06 0.548 "dawn"
2018-06-07 0.883 "morn"
2018-06-07 0.89 "after"
2018-06-07 0.561 "night"
2018-06-07 0.455 "dawn"
2018-06-08 0.937 "morn"
2018-06-08 0.889 "after"
2018-06-08 0.859 "night"
2018-06-08 0.661 "dawn"
2018-06-09 0.95 "morn"
2018-06-09 0.962 "after"
2018-06-09 0.967 "night"
2018-06-09 0.733 "dawn"
2018-06-10 0.839 "morn"
2018-06-10 0.816 "after"
2018-06-10 0.745 "night"
2018-06-10 0.658 "dawn"
2018-06-11 0.814 "morn"
2018-06-11 0.823 "after"
2018-06-11 0.825 "night"
2018-06-11 0.563 "dawn"
2018-06-12 0.848 "morn"
2018-06-12 0.813 "after"
2018-06-12 0.746 "night"
2018-06-12 0.412 "dawn"
2018-06-13 0.673 "morn"
2018-06-13 0.486 "after"
2018-06-13 0.389 "night"
2018-06-13 0.456 "dawn"
2018-06-14 0.712 "morn"
2018-06-14 0.428 "after"
2018-06-14 0.352 "night"
2018-06-14 0.454 "dawn"
2018-06-15 0.652 "morn"
2018-06-15 0.26 "after"
2018-06-15 0.182 "night"
2018-06-15 0.459 "dawn"
2018-06-16 0.903 "morn"
2018-06-16 0.895 "after"
2018-06-16 0.565 "night"
2018-06-16 0.715 "dawn"
2018-06-17 0.885 "morn"
2018-06-17 0.96 "after"
2018-06-17 0.943 "night"
2018-06-17 0.495 "dawn"
2018-06-18 0.855 "morn"
2018-06-18 0.971 "after"
2018-06-18 0.972 "night"
2018-06-18 0.782 "dawn"
2018-06-19 0.915 "morn"
2018-06-19 0.967 "after"
2018-06-19 0.97 "night"
2018-06-19 0.651 "dawn"
2018-06-20 0.908 "morn"
2018-06-20 0.924 "after"
2018-06-20 0.963 "night"
2018-06-20 0.78 "dawn"
2018-06-21 0.931 "morn"
2018-06-21 0.956 "after"
2018-06-21 0.964 "night"
2018-06-21 0.7 "dawn"
2018-06-22 0.959 "morn"
2018-06-22 0.971 "after"
2018-06-22 0.973 "night"
2018-06-22 0.712 "dawn"
2018-06-23 0.801 "morn"
2018-06-23 0.777 "after"
2018-06-23 0.755 "night"
2018-06-23 0.713 "dawn"
2018-06-24 0.878 "morn"
2018-06-24 0.851 "after"
2018-06-24 0.788 "night"
2018-06-24 0.685 "dawn"
2018-06-25 0.897 "morn"
2018-06-25 0.884 "after"
2018-06-25 0.814 "night"
2018-06-25 0.678 "dawn"
2018-06-26 0.904 "morn"
2018-06-26 0.889 "after"
2018-06-26 0.765 "night"
2018-06-26 0.644 "dawn"
2018-06-27 0.953 "morn"
2018-06-27 0.967 "after"
2018-06-27 0.969 "night"
2018-06-27 0.73 "dawn"
2018-06-28 0.853 "morn"
2018-06-28 0.844 "after"
2018-06-28 0.816 "night"
2018-06-28 0.678 "dawn"
2018-06-29 0.855 "morn"
2018-06-29 0.87 "after"
2018-06-29 0.863 "night"
2018-06-29 0.75 "dawn"
2018-06-30 0.897 "morn"
2018-06-30 0.853 "after"
2018-06-30 0.795 "night"
2018-06-30 0.611 "dawn"
2018-07-01 0.863 "morn"
2018-07-01 0.824 "after"
2018-07-01 0.726 "night"
2018-07-01 0.48 "dawn"
2018-07-02 0.795 "morn"
2018-07-02 0.773 "after"
2018-07-02 0.732 "night"
2018-07-02 0.569 "dawn"
2018-07-03 0.95 "morn"
2018-07-03 0.963 "after"
2018-07-03 0.882 "night"
2018-07-03 0.723 "dawn"
2018-07-04 0.823 "morn"
2018-07-04 0.874 "after"
2018-07-04 0.957 "night"
2018-07-04 0.647 "dawn"
2018-07-05 0.89 "morn"
2018-07-05 0.869 "after"
2018-07-05 0.783 "night"
2018-07-05 0.66 "dawn"
2018-07-06 0.915 "morn"
2018-07-06 0.691 "after"
2018-07-06 0.688 "night"
2018-07-07 0.854 "dawn"
2018-07-07 0.738 "morn"
2018-07-07 0.545 "after"
2018-07-07 0.532 "night"
2018-07-08 0.702 "dawn"
2018-07-08 0.969 "morn"
2018-07-08 0.969 "after"
2018-07-08 0.67 "night"
2018-07-09 0.869 "dawn"
2018-07-09 0.857 "morn"
2018-07-09 0.858 "after"
2018-07-09 0.619 "night"
2018-07-10 0.895 "dawn"
2018-07-10 0.872 "morn"
2018-07-10 0.839 "after"
2018-07-10 0.69 "night"
2018-07-11 0.915 "dawn"
2018-07-11 0.932 "morn"
2018-07-11 0.91 "after"
2018-07-11 0.711 "night"
2018-07-12 0.852 "dawn"
2018-07-12 0.94 "morn"
2018-07-12 0.701 "after"
2018-07-12 0.627 "night"
2018-07-13 0.869 "dawn"
2018-07-13 0.962 "morn"
2018-07-13 0.97 "after"
2018-07-13 0.608 "night"
2018-07-14 0.945 "dawn"
2018-07-14 0.948 "morn"
2018-07-14 0.926 "after"
2018-07-14 0.667 "night"
2018-07-15 0.785 "dawn"
2018-07-15 0.835 "morn"
2018-07-15 0.476 "after"
2018-07-15 0.63 "night"
2018-07-16 0.891 "dawn"
2018-07-16 0.958 "morn"
2018-07-16 0.97 "after"
2018-07-16 0.717 "night"
2018-07-17 0.93 "dawn"
2018-07-17 0.964 "morn"
2018-07-17 0.912 "after"
2018-07-17 0.666 "night"
2018-07-18 0.834 "dawn"
2018-07-18 0.802 "morn"
2018-07-18 0.774 "after"
2018-07-18 0.754 "night"
2018-07-19 0.756 "dawn"
2018-07-19 0.771 "morn"
2018-07-19 0.817 "after"
2018-07-19 0.582 "night"
2018-07-20 0.769 "dawn"
2018-07-20 0.775 "morn"
2018-07-20 0.678 "after"
2018-07-20 0.317 "night"
2018-07-21 0.425 "dawn"
2018-07-21 0.318 "morn"
2018-07-21 0.515 "after"
2018-07-21 0.718 "night"
2018-07-22 0.854 "dawn"
2018-07-22 0.868 "morn"
2018-07-22 0.856 "after"
2018-07-22 0.593 "night"
2018-07-23 0.872 "dawn"
2018-07-23 0.82 "morn"
2018-07-23 0.699 "after"
2018-07-23 0.738 "night"
2018-07-24 0.896 "dawn"
2018-07-24 0.891 "morn"
2018-07-24 0.866 "after"
2018-07-24 0.635 "night"
2018-07-25 0.877 "dawn"
2018-07-25 0.9 "morn"
2018-07-25 0.503 "after"
2018-07-25 0.571 "night"
2018-07-26 0.899 "dawn"
2018-07-26 0.966 "morn"
2018-07-26 0.97 "after"
2018-07-26 0.724 "night"
2018-07-27 0.828 "dawn"
2018-07-27 0.886 "morn"
2018-07-27 0.851 "after"
2018-07-27 0.62 "night"
2018-07-28 0.856 "dawn"
2018-07-28 0.802 "morn"
2018-07-28 0.73 "after"
2018-07-28 0.368 "night"
2018-07-29 0.588 "dawn"
2018-07-29 0.319 "morn"
2018-07-29 0.316 "after"
2018-07-29 0.591 "night"
2018-07-30 0.93 "dawn"
2018-07-30 0.928 "morn"
2018-07-30 0.653 "after"
2018-07-30 0.496 "night"
2018-07-31 0.783 "dawn"
2018-07-31 0.908 "morn"
2018-07-31 0.832 "after"
2018-07-31 0.714 "night"
2018-08-01 0.878 "dawn"
2018-08-01 0.863 "morn"
2018-08-01 0.818 "after"
2018-08-01 0.604 "night"
2018-08-02 0.86 "dawn"
2018-08-02 0.891 "morn"
2018-08-02 0.841 "after"
2018-08-02 0.674 "night"
2018-08-03 0.809 "dawn"
2018-08-03 0.889 "morn"
2018-08-03 0.845 "after"
2018-08-03 0.472 "night"
2018-08-04 0.713 "dawn"
2018-08-04 0.96 "morn"
2018-08-04 0.966 "after"
2018-08-04 0.669 "night"
2018-08-05 0.895 "dawn"
2018-08-05 0.892 "morn"
2018-08-05 0.841 "after"
2018-08-05 0.721 "night"
2018-08-06 0.761 "dawn"
2018-08-06 0.647 "morn"
2018-08-06 0.3 "after"
2018-08-06 0.679 "night"
2018-08-07 0.922 "dawn"
2018-08-07 0.912 "morn"
2018-08-07 0.862 "after"
2018-08-07 0.459 "night"
2018-08-08 0.545 "dawn"
2018-08-08 0.397 "morn"
2018-08-08 0.251 "after"
2018-08-08 0.498 "night"
2018-08-09 0.61 "dawn"
2018-08-09 0.901 "morn"
2018-08-09 0.82 "after"
2018-08-09 0.67 "night"
2018-08-10 0.887 "dawn"
2018-08-10 0.968 "morn"
2018-08-10 0.97 "after"
2018-08-10 0.722 "night"
2018-08-11 0.925 "dawn"
2018-08-11 0.947 "morn"
2018-08-11 0.896 "after"
2018-08-11 0.741 "night"
2018-08-12 0.883 "dawn"
2018-08-12 0.923 "morn"
2018-08-12 0.913 "after"
2018-08-12 0.755 "night"
2018-08-13 0.858 "dawn"
2018-08-13 0.867 "morn"
2018-08-13 0.803 "after"
2018-08-13 0.494 "night"
2018-08-14 0.859 "dawn"
2018-08-14 0.811 "morn"
2018-08-14 0.679 "after"
2018-08-14 0.625 "night"
2018-08-15 0.9 "dawn"
2018-08-15 0.966 "morn"
2018-08-15 0.97 "after"
2018-08-15 0.721 "night"
2018-08-16 0.877 "dawn"
2018-08-16 0.89 "morn"
2018-08-16 0.864 "after"
2018-08-16 0.676 "night"
2018-08-17 0.885 "dawn"
2018-08-17 0.928 "morn"
2018-08-17 0.9 "after"
2018-08-17 0.727 "night"
2018-08-18 0.879 "dawn"
2018-08-18 0.952 "morn"
2018-08-18 0.917 "after"
2018-08-18 0.656 "night"
2018-08-19 0.892 "dawn"
2018-08-19 0.922 "morn"
2018-08-19 0.832 "after"
2018-08-19 0.656 "night"
2018-08-20 0.89 "dawn"
2018-08-20 0.913 "morn"
2018-08-20 0.835 "after"
2018-08-20 0.633 "night"
2018-08-21 0.907 "dawn"
2018-08-21 0.894 "morn"
2018-08-21 0.845 "after"
2018-08-21 0.689 "night"
2018-08-22 0.861 "dawn"
2018-08-22 0.96 "morn"
2018-08-22 0.966 "after"
2018-08-22 0.64 "night"
2018-08-23 0.874 "dawn"
2018-08-23 0.864 "morn"
2018-08-23 0.851 "after"
2018-08-23 0.642 "night"
2018-08-24 0.831 "dawn"
2018-08-24 0.838 "morn"
2018-08-24 0.477 "after"
2018-08-24 0.454 "night"
2018-08-25 0.682 "dawn"
2018-08-25 0.571 "morn"
2018-08-25 0.706 "after"
2018-08-25 0.634 "night"
2018-08-26 0.877 "dawn"
2018-08-26 0.898 "morn"
2018-08-26 0.878 "after"
2018-08-26 0.585 "night"
2018-08-27 0.874 "dawn"
2018-08-27 0.879 "morn"
2018-08-27 0.88 "after"
2018-08-27 0.628 "night"
2018-08-28 0.901 "dawn"
2018-08-28 0.933 "morn"
2018-08-28 0.89 "after"
2018-08-28 0.693 "night"
2018-08-29 0.9 "dawn"
2018-08-29 0.966 "morn"
2018-08-29 0.969 "after"
2018-08-29 0.751 "night"
2018-08-30 0.845 "dawn"
2018-08-30 0.849 "morn"
2018-08-30 0.821 "after"
2018-08-30 0.661 "night"
2018-08-31 0.874 "dawn"
2018-08-31 0.879 "morn"
2018-08-31 0.85 "after"
2018-08-31 0.62 "night"
2018-09-01 0.775 "dawn"
2018-09-01 0.813 "morn"
2018-09-01 0.764 "after"
2018-09-01 0.517 "night"
2018-09-02 0.854 "dawn"
2018-09-02 0.76 "morn"
2018-09-02 0.481 "after"
2018-09-02 0.428 "night"
2018-09-03 0.545 "dawn"
2018-09-03 0.283 "morn"
2018-09-03 0.294 "after"
2018-09-03 0.627 "night"
2018-09-04 0.897 "dawn"
2018-09-04 0.896 "morn"
2018-09-04 0.853 "after"
2018-09-04 0.637 "night"
2018-09-05 0.848 "dawn"
2018-09-05 0.83 "morn"
2018-09-05 0.816 "after"
2018-09-05 0.658 "night"
2018-09-06 0.867 "dawn"
2018-09-06 0.971 "morn"
2018-09-06 0.663 "after"
2018-09-07 0.862 "night"
2018-09-07 0.849 "dawn"
2018-09-07 0.828 "morn"
2018-09-07 0.643 "after"
2018-09-08 0.881 "night"
2018-09-08 0.88 "dawn"
2018-09-08 0.863 "morn"
2018-09-08 0.682 "after"
2018-09-09 0.901 "night"
2018-09-09 0.969 "dawn"
2018-09-09 0.968 "morn"
2018-09-09 0.66 "after"
2018-09-10 0.856 "night"
2018-09-10 0.968 "dawn"
2018-09-10 0.967 "morn"
2018-09-10 0.657 "after"
2018-09-11 0.917 "night"
2018-09-11 0.955 "dawn"
2018-09-11 0.882 "morn"
2018-09-11 0.658 "after"
2018-09-12 0.843 "night"
2018-09-12 0.818 "dawn"
2018-09-12 0.791 "morn"
2018-09-12 0.684 "after"
2018-09-13 0.787 "night"
2018-09-13 0.793 "dawn"
2018-09-13 0.736 "morn"
2018-09-13 0.703 "after"
2018-09-14 0.81 "night"
2018-09-14 0.822 "dawn"
2018-09-14 0.804 "morn"
2018-09-14 0.711 "after"
2018-09-15 0.815 "night"
2018-09-15 0.789 "dawn"
2018-09-15 0.778 "morn"
2018-09-15 0.576 "after"
2018-09-16 0.814 "night"
2018-09-16 0.861 "dawn"
2018-09-16 0.734 "morn"
2018-09-16 0.593 "after"
2018-09-17 0.894 "night"
2018-09-17 0.918 "dawn"
2018-09-17 0.747 "morn"
2018-09-17 0.632 "after"
2018-09-18 0.879 "night"
2018-09-18 0.882 "dawn"
2018-09-18 0.769 "morn"
2018-09-18 0.544 "after"
2018-09-19 0.881 "night"
2018-09-19 0.827 "dawn"
2018-09-19 0.517 "morn"
2018-09-19 0.451 "after"
2018-09-20 0.683 "night"
2018-09-20 0.818 "dawn"
2018-09-20 0.407 "morn"
2018-09-20 0.476 "after"
2018-09-21 0.75 "night"
2018-09-21 0.671 "dawn"
2018-09-21 0.807 "morn"
2018-09-21 0.582 "after"
2018-09-22 0.895 "night"
2018-09-22 0.941 "dawn"
2018-09-22 0.902 "morn"
2018-09-22 0.649 "after"
2018-09-23 0.948 "night"
2018-09-23 0.97 "dawn"
2018-09-23 0.971 "morn"
2018-09-23 0.586 "after"
2018-09-24 0.943 "night"
2018-09-24 0.969 "dawn"
2018-09-24 0.963 "morn"
2018-09-24 0.68 "after"
2018-09-25 0.856 "night"
2018-09-25 0.838 "dawn"
2018-09-25 0.82 "morn"
2018-09-25 0.633 "after"
2018-09-26 0.872 "night"
2018-09-26 0.897 "dawn"
2018-09-26 0.854 "morn"
2018-09-26 0.632 "after"
2018-09-27 0.846 "night"
2018-09-27 0.888 "dawn"
2018-09-27 0.841 "morn"
2018-09-27 0.646 "after"
2018-09-28 0.878 "night"
2018-09-28 0.909 "dawn"
2018-09-28 0.868 "morn"
2018-09-28 0.615 "after"
2018-09-29 0.882 "night"
2018-09-29 0.85 "dawn"
2018-09-29 0.741 "morn"
2018-09-29 0.599 "after"
2018-09-30 0.85 "night"
2018-09-30 0.781 "dawn"
2018-09-30 0.544 "morn"
2018-09-30 0.518 "after"
2018-10-01 0.795 "night"
2018-10-01 0.751 "dawn"
2018-10-01 0.481 "morn"
2018-10-01 0.559 "after"
2018-10-02 0.779 "night"
2018-10-02 0.947 "dawn"
2018-10-02 0.831 "morn"
2018-10-02 0.584 "after"
2018-10-03 0.733 "night"
2018-10-03 0.57 "dawn"
2018-10-03 0.44 "morn"
2018-10-03 0.64 "after"
2018-10-04 0.811 "night"
2018-10-04 0.811 "dawn"
2018-10-04 0.749 "morn"
2018-10-04 0.623 "after"
2018-10-05 0.819 "night"
2018-10-05 0.851 "dawn"
2018-10-05 0.785 "morn"
2018-10-05 0.699 "after"
2018-10-06 0.811 "night"
2018-10-06 0.963 "dawn"
2018-10-06 0.964 "morn"
2018-10-06 0.683 "after"
2018-10-07 0.879 "night"
2018-10-07 0.903 "dawn"
2018-10-07 0.799 "morn"
2018-10-07 0.591 "after"
2018-10-08 0.86 "night"
2018-10-08 0.872 "dawn"
2018-10-08 0.61 "morn"
2018-10-08 0.268 "after"
2018-10-09 0.349 "night"
2018-10-09 0.289 "dawn"
2018-10-09 0.241 "morn"
2018-10-09 0.314 "after"
2018-10-10 0.637 "night"
2018-10-10 0.871 "dawn"
2018-10-10 0.788 "morn"
2018-10-10 0.645 "after"
2018-10-11 0.865 "night"
2018-10-11 0.867 "dawn"
2018-10-11 0.832 "morn"
2018-10-11 0.731 "after"
2018-10-12 0.851 "night"
2018-10-12 0.886 "dawn"
2018-10-12 0.855 "morn"
2018-10-12 0.602 "after"
2018-10-13 0.881 "night"
2018-10-13 0.922 "dawn"
2018-10-13 0.847 "morn"
2018-10-13 0.727 "after"
2018-10-14 0.791 "night"
2018-10-14 0.849 "dawn"
2018-10-14 0.736 "morn"
2018-10-14 0.5 "after"
2018-10-15 0.929 "night"
2018-10-15 0.92 "dawn"
2018-10-15 0.783 "morn"
2018-10-15 0.613 "after"
2018-10-16 0.841 "night"
2018-10-16 0.919 "dawn"
2018-10-16 0.823 "morn"
2018-10-16 0.605 "after"
2018-10-17 0.88 "night"
2018-10-17 0.836 "dawn"
2018-10-17 0.784 "morn"
2018-10-17 0.627 "after"
2018-10-18 0.841 "night"
2018-10-18 0.859 "dawn"
2018-10-18 0.693 "morn"
2018-10-18 0.488 "after"
2018-10-19 0.818 "night"
2018-10-19 0.953 "dawn"
