"data" "maxima" "pd"
2017-07-31 0.98 "morn"
2017-07-31 0.98 "after"
2017-07-31 0.73 "night"
2017-08-01 0.86 "dawn"
2017-08-01 0.82 "morn"
2017-08-01 0.82 "after"
2017-08-01 0.59 "night"
2017-08-02 0.74 "dawn"
2017-08-02 0.78 "morn"
2017-08-02 0.76 "after"
2017-08-02 0.45 "night"
2017-08-03 0.82 "dawn"
2017-08-03 0.98 "morn"
2017-08-03 0.97 "after"
2017-08-03 0.69 "night"
2017-08-04 0.85 "dawn"
2017-08-04 0.87 "morn"
2017-08-04 0.82 "after"
2017-08-04 0.65 "night"
2017-08-05 0.9 "dawn"
2017-08-05 0.9 "morn"
2017-08-05 0.89 "after"
2017-08-05 0.65 "night"
2017-08-06 0.89 "dawn"
2017-08-06 0.82 "morn"
2017-08-06 0.62 "after"
2017-08-06 0.74 "night"
2017-08-07 0.87 "dawn"
2017-08-07 0.93 "morn"
2017-08-07 0.91 "after"
2017-08-07 0.7 "night"
2017-08-08 0.84 "dawn"
2017-08-08 0.73 "morn"
2017-08-08 0.58 "after"
2017-08-08 0.56 "night"
2017-08-09 0.93 "dawn"
2017-08-09 0.92 "morn"
2017-08-09 0.86 "after"
2017-08-09 0.65 "night"
2017-08-10 0.87 "dawn"
2017-08-10 0.89 "morn"
2017-08-10 0.85 "after"
2017-08-10 0.66 "night"
2017-08-11 0.84 "dawn"
2017-08-11 0.86 "morn"
2017-08-11 0.87 "after"
2017-08-11 0.78 "night"
2017-08-12 0.81 "dawn"
2017-08-12 0.93 "morn"
2017-08-12 0.85 "after"
2017-08-12 0.64 "night"
2017-08-13 0.88 "dawn"
2017-08-13 0.79 "morn"
2017-08-13 0.69 "after"
2017-08-13 0.53 "night"
2017-08-14 0.78 "dawn"
2017-08-14 0.64 "morn"
2017-08-14 0.6 "after"
2017-08-14 0.6 "night"
2017-08-15 0.96 "dawn"
2017-08-15 0.97 "morn"
2017-08-15 0.97 "after"
2017-08-15 0.72 "night"
2017-08-16 0.9 "dawn"
2017-08-16 0.94 "morn"
2017-08-16 0.86 "after"
2017-08-16 0.67 "night"
2017-08-17 0.88 "dawn"
2017-08-17 0.94 "morn"
2017-08-17 0.89 "after"
2017-08-17 0.73 "night"
2017-08-18 0.92 "dawn"
2017-08-18 0.92 "morn"
2017-08-18 0.87 "after"
2017-08-18 0.74 "night"
2017-08-19 0.82 "dawn"
2017-08-19 0.81 "morn"
2017-08-19 0.81 "after"
2017-08-19 0.68 "night"
2017-08-20 0.86 "dawn"
2017-08-20 0.89 "morn"
2017-08-20 0.59 "after"
2017-08-20 0.54 "night"
2017-08-21 0.59 "dawn"
2017-08-21 0.53 "morn"
2017-08-21 0.56 "after"
2017-08-21 0.68 "night"
2017-08-22 0.88 "dawn"
2017-08-22 0.85 "morn"
2017-08-22 0.82 "after"
2017-08-22 0.66 "night"
2017-08-23 0.91 "dawn"
2017-08-23 0.91 "morn"
2017-08-23 0.74 "after"
2017-08-23 0.69 "night"
2017-08-24 0.88 "dawn"
2017-08-24 0.9 "morn"
2017-08-24 0.87 "after"
2017-08-24 0.72 "night"
2017-08-25 0.85 "dawn"
2017-08-25 0.9 "morn"
2017-08-25 0.82 "after"
2017-08-25 0.62 "night"
2017-08-26 0.84 "dawn"
2017-08-26 0.85 "morn"
2017-08-26 0.76 "after"
2017-08-26 0.52 "night"
2017-08-27 0.89 "dawn"
2017-08-27 0.84 "morn"
2017-08-27 0.78 "after"
2017-08-27 0.66 "night"
2017-08-28 0.92 "dawn"
2017-08-28 0.91 "morn"
2017-08-28 0.9 "after"
2017-08-28 0.66 "night"
2017-08-29 0.85 "dawn"
2017-08-29 0.89 "morn"
2017-08-29 0.79 "after"
2017-08-29 0.53 "night"
2017-08-30 0.81 "dawn"
2017-08-30 0.88 "morn"
2017-08-30 0.78 "after"
2017-08-30 0.62 "night"
2017-08-31 0.89 "dawn"
2017-08-31 0.92 "morn"
2017-08-31 0.91 "after"
2017-08-31 0.7 "night"
2017-09-01 0.88 "dawn"
2017-09-01 0.86 "morn"
2017-09-01 0.83 "after"
2017-09-01 0.74 "night"
2017-09-02 0.92 "dawn"
2017-09-02 0.96 "morn"
2017-09-02 0.96 "after"
2017-09-02 0.7 "night"
2017-09-03 0.91 "dawn"
2017-09-03 0.89 "morn"
2017-09-03 0.86 "after"
2017-09-03 0.66 "night"
2017-09-04 0.88 "dawn"
2017-09-04 0.87 "morn"
2017-09-04 0.76 "after"
2017-09-04 0.56 "night"
2017-09-05 0.69 "dawn"
2017-09-05 0.67 "morn"
2017-09-05 0.38 "after"
2017-09-05 0.58 "night"
2017-09-06 0.85 "dawn"
2017-09-06 0.98 "morn"
2017-09-06 0.74 "after"
2017-09-06 0.64 "night"
2017-09-07 0.89 "dawn"
2017-09-07 0.9 "morn"
2017-09-07 0.82 "after"
2017-09-07 0.59 "night"
2017-09-08 0.88 "dawn"
2017-09-08 0.81 "morn"
2017-09-08 0.79 "after"
2017-09-08 0.69 "night"
2017-09-09 0.81 "dawn"
2017-09-09 0.72 "morn"
2017-09-09 0.42 "after"
2017-09-10 0.57 "night"
2017-09-10 0.6 "dawn"
2017-09-11 0.7 "morn"
2017-09-11 0.73 "after"
2017-09-11 0.64 "night"
2017-09-11 0.71 "dawn"
2017-09-12 0.78 "morn"
2017-09-12 0.76 "after"
2017-09-12 0.73 "night"
2017-09-12 0.58 "dawn"
2017-09-13 0.8 "morn"
2017-09-13 0.87 "after"
2017-09-13 0.79 "night"
2017-09-13 0.58 "dawn"
2017-09-14 0.76 "morn"
2017-09-14 0.78 "after"
2017-09-14 0.58 "night"
2017-09-14 0.58 "dawn"
2017-09-15 0.83 "morn"
2017-09-15 0.97 "after"
2017-09-15 0.98 "night"
2017-09-15 0.57 "dawn"
2017-09-16 0.93 "morn"
2017-09-16 0.98 "after"
2017-09-16 0.97 "night"
2017-09-16 0.66 "dawn"
2017-09-17 0.9 "morn"
2017-09-17 0.9 "after"
2017-09-17 0.87 "night"
2017-09-17 0.56 "dawn"
2017-09-18 0.91 "morn"
2017-09-18 0.91 "after"
2017-09-18 0.88 "night"
2017-09-18 0.61 "dawn"
2017-09-19 0.86 "morn"
2017-09-19 0.84 "after"
2017-09-19 0.82 "night"
2017-09-19 0.55 "dawn"
2017-09-20 0.84 "morn"
2017-09-20 0.85 "after"
2017-09-20 0.76 "night"
2017-09-20 0.61 "dawn"
2017-09-21 0.92 "morn"
2017-09-21 0.89 "after"
2017-09-21 0.7 "night"
2017-09-21 0.71 "dawn"
2017-09-22 0.89 "morn"
2017-09-22 0.92 "after"
2017-09-22 0.84 "night"
2017-09-22 0.64 "dawn"
2017-09-23 0.87 "morn"
2017-09-23 0.88 "after"
2017-09-23 0.84 "night"
2017-09-23 0.72 "dawn"
2017-09-24 0.85 "morn"
2017-09-24 0.87 "after"
2017-09-24 0.81 "night"
2017-09-24 0.72 "dawn"
2017-09-25 0.92 "morn"
2017-09-25 0.97 "after"
2017-09-25 0.76 "night"
2017-09-25 0.69 "dawn"
2017-09-26 0.93 "morn"
2017-09-26 0.98 "after"
2017-09-26 0.95 "night"
2017-09-26 0.69 "dawn"
2017-09-27 0.87 "morn"
2017-09-27 0.86 "after"
2017-09-27 0.88 "night"
2017-09-27 0.71 "dawn"
2017-09-28 0.87 "morn"
2017-09-28 0.92 "after"
2017-09-28 0.89 "night"
2017-09-28 0.55 "dawn"
2017-09-29 0.88 "morn"
2017-09-29 0.93 "after"
2017-09-29 0.71 "night"
2017-09-29 0.45 "dawn"
2017-09-30 0.66 "morn"
2017-09-30 0.48 "after"
2017-09-30 0.3 "night"
2017-09-30 0.51 "dawn"
2017-10-01 0.84 "morn"
2017-10-01 0.87 "after"
2017-10-01 0.71 "night"
2017-10-01 0.72 "dawn"
2017-10-02 0.83 "morn"
2017-10-02 0.8 "after"
2017-10-02 0.58 "night"
2017-10-02 0.47 "dawn"
2017-10-03 0.65 "morn"
2017-10-03 0.57 "after"
2017-10-03 0.38 "night"
2017-10-03 0.45 "dawn"
2017-10-04 0.92 "morn"
2017-10-04 0.96 "after"
2017-10-04 0.87 "night"
2017-10-04 0.59 "dawn"
2017-10-05 0.79 "morn"
2017-10-05 0.82 "after"
2017-10-05 0.8 "night"
2017-10-05 0.58 "dawn"
2017-10-06 0.89 "morn"
2017-10-06 0.88 "after"
2017-10-06 0.51 "night"
2017-10-06 0.59 "dawn"
2017-10-07 0.87 "morn"
2017-10-07 0.89 "after"
2017-10-07 0.76 "night"
2017-10-07 0.64 "dawn"
2017-10-08 0.79 "morn"
2017-10-08 0.84 "after"
2017-10-08 0.8 "night"
2017-10-08 0.62 "dawn"
2017-10-09 0.89 "morn"
2017-10-09 0.97 "after"
2017-10-09 0.97 "night"
2017-10-09 0.65 "dawn"
2017-10-10 0.86 "morn"
2017-10-10 0.87 "after"
2017-10-10 0.85 "night"
2017-10-10 0.67 "dawn"
2017-10-11 0.88 "morn"
2017-10-11 0.92 "after"
2017-10-11 0.88 "night"
2017-10-11 0.57 "dawn"
2017-10-12 0.74 "morn"
2017-10-12 0.86 "after"
2017-10-12 0.68 "night"
2017-10-12 0.47 "dawn"
2017-10-13 0.7 "morn"
2017-10-13 0.73 "after"
2017-10-13 0.53 "night"
2017-10-13 0.49 "dawn"
2017-10-14 0.85 "morn"
2017-10-14 0.89 "after"
2017-10-14 0.97 "night"
2017-10-14 0.5 "dawn"
2017-10-15 0.85 "morn"
2017-10-15 0.88 "after"
2017-10-15 0.93 "night"
2017-10-15 0.59 "dawn"
2017-10-16 0.85 "morn"
2017-10-16 0.85 "after"
2017-10-16 0.76 "night"
2017-10-16 0.64 "dawn"
2017-10-17 0.8 "morn"
2017-10-17 0.88 "after"
2017-10-17 0.7 "night"
2017-10-17 0.63 "dawn"
2017-10-18 0.9 "morn"
2017-10-18 0.96 "after"
2017-10-18 0.92 "night"
2017-10-18 0.55 "dawn"
2017-10-19 0.67 "morn"
2017-10-19 0.73 "after"
2017-10-19 0.44 "night"
2017-10-19 0.66 "dawn"
2017-10-20 0.9 "morn"
2017-10-20 0.91 "after"
2017-10-20 0.85 "night"
2017-10-20 0.69 "dawn"
2017-10-21 0.87 "morn"
2017-10-21 0.88 "after"
2017-10-21 0.79 "night"
2017-10-21 0.65 "dawn"
2017-10-22 0.87 "morn"
2017-10-22 0.87 "after"
2017-10-22 0.84 "night"
2017-10-22 0.66 "dawn"
2017-10-23 0.86 "morn"
2017-10-23 0.91 "after"
2017-10-23 0.9 "night"
2017-10-23 0.6 "dawn"
2017-10-24 0.87 "morn"
2017-10-24 0.91 "after"
2017-10-24 0.8 "night"
2017-10-24 0.62 "dawn"
2017-10-25 0.87 "morn"
2017-10-25 0.97 "after"
2017-10-25 0.97 "night"
2017-10-25 0.68 "dawn"
2017-10-26 0.86 "morn"
2017-10-26 0.87 "after"
2017-10-26 0.84 "night"
2017-10-26 0.63 "dawn"
2017-10-27 0.85 "morn"
2017-10-27 0.94 "after"
2017-10-27 0.9 "night"
2017-10-27 0.69 "dawn"
2017-10-28 0.81 "morn"
2017-10-28 0.88 "after"
2017-10-28 0.78 "night"
2017-10-28 0.64 "dawn"
2017-10-29 0.85 "morn"
2017-10-29 0.84 "after"
2017-10-29 0.76 "night"
2017-10-29 0.63 "dawn"
2017-10-30 0.87 "morn"
2017-10-30 0.91 "after"
2017-10-30 0.73 "night"
2017-10-30 0.56 "dawn"
2017-10-31 0.89 "morn"
2017-10-31 0.91 "after"
2017-10-31 0.76 "night"
2017-10-31 0.62 "dawn"
2017-11-01 0.83 "morn"
2017-11-01 0.97 "after"
2017-11-01 0.97 "night"
2017-11-01 0.61 "dawn"
2017-11-02 0.75 "morn"
2017-11-02 0.92 "after"
2017-11-02 0.75 "night"
2017-11-02 0.5 "dawn"
2017-11-03 0.72 "morn"
2017-11-03 0.79 "after"
2017-11-03 0.48 "night"
2017-11-03 0.55 "dawn"
2017-11-04 0.89 "morn"
2017-11-04 0.91 "after"
2017-11-04 0.9 "night"
2017-11-04 0.56 "dawn"
2017-11-05 0.82 "morn"
2017-11-05 0.92 "after"
2017-11-05 0.84 "night"
2017-11-05 0.62 "dawn"
2017-11-06 0.87 "morn"
2017-11-06 0.88 "after"
2017-11-06 0.8 "night"
2017-11-06 0.64 "dawn"
2017-11-07 0.87 "morn"
2017-11-07 0.88 "after"
2017-11-07 0.8 "night"
2017-11-07 0.61 "dawn"
2017-11-08 0.85 "morn"
2017-11-08 0.92 "after"
2017-11-08 0.76 "night"
2017-11-08 0.61 "dawn"
2017-11-09 0.9 "morn"
2017-11-09 0.9 "after"
2017-11-09 0.62 "night"
2017-11-09 0.5 "dawn"
2017-11-10 0.85 "morn"
2017-11-10 0.9 "after"
2017-11-10 0.87 "night"
2017-11-10 0.54 "dawn"
2017-11-11 0.86 "morn"
2017-11-11 0.86 "after"
2017-11-11 0.83 "night"
2017-11-11 0.59 "dawn"
2017-11-12 0.78 "morn"
2017-11-12 0.84 "after"
2017-11-12 0.78 "night"
2017-11-12 0.56 "dawn"
2017-11-13 0.78 "morn"
2017-11-13 0.8 "after"
2017-11-13 0.73 "night"
2017-11-13 0.58 "dawn"
2017-11-14 0.83 "morn"
2017-11-14 0.83 "after"
2017-11-14 0.76 "night"
2017-11-14 0.59 "dawn"
2017-11-15 0.81 "morn"
2017-11-15 0.79 "after"
2017-11-15 0.75 "night"
2017-11-15 0.63 "dawn"
2017-11-16 0.85 "morn"
2017-11-16 0.88 "after"
2017-11-16 0.82 "night"
2017-11-16 0.63 "dawn"
2017-11-17 0.85 "morn"
2017-11-17 0.85 "after"
2017-11-17 0.77 "night"
2017-11-17 0.63 "dawn"
2017-11-18 0.78 "morn"
2017-11-18 0.86 "after"
2017-11-18 0.81 "night"
2017-11-18 0.58 "dawn"
2017-11-19 0.81 "morn"
2017-11-19 0.88 "after"
2017-11-19 0.69 "night"
2017-11-19 0.56 "dawn"
2017-11-20 0.82 "morn"
2017-11-20 0.92 "after"
2017-11-20 0.87 "night"
2017-11-20 0.59 "dawn"
2017-11-21 0.85 "morn"
2017-11-21 0.87 "after"
2017-11-21 0.8 "night"
2017-11-21 0.61 "dawn"
2017-11-22 0.89 "morn"
2017-11-22 0.96 "after"
2017-11-22 0.92 "night"
2017-11-22 0.57 "dawn"
2017-11-23 0.84 "morn"
2017-11-23 0.83 "after"
2017-11-23 0.81 "night"
2017-11-23 0.69 "dawn"
2017-11-24 0.83 "morn"
2017-11-24 0.88 "after"
2017-11-24 0.88 "night"
2017-11-24 0.63 "dawn"
2017-11-25 0.82 "morn"
2017-11-25 0.88 "after"
2017-11-25 0.75 "night"
2017-11-25 0.6 "dawn"
2017-11-26 0.81 "morn"
2017-11-26 0.84 "after"
2017-11-26 0.82 "night"
2017-11-26 0.64 "dawn"
2017-11-27 0.83 "morn"
2017-11-27 0.83 "after"
2017-11-27 0.79 "night"
2017-11-27 0.54 "dawn"
2017-11-28 0.85 "morn"
2017-11-28 0.85 "after"
2017-11-28 0.75 "night"
2017-11-28 0.54 "dawn"
2017-11-29 0.83 "morn"
2017-11-29 0.81 "after"
2017-11-29 0.67 "night"
2017-11-29 0.56 "dawn"
2017-11-30 0.83 "morn"
2017-11-30 0.89 "after"
2017-11-30 0.81 "night"
2017-11-30 0.59 "dawn"
2017-12-01 0.77 "morn"
2017-12-01 0.77 "after"
2017-12-01 0.73 "night"
2017-12-01 0.58 "dawn"
2017-12-02 0.77 "morn"
2017-12-02 0.75 "after"
2017-12-02 0.68 "night"
2017-12-02 0.57 "dawn"
2017-12-03 0.76 "morn"
2017-12-03 0.88 "after"
2017-12-03 0.62 "night"
2017-12-03 0.49 "dawn"
2017-12-04 0.87 "morn"
2017-12-04 0.87 "after"
2017-12-04 0.79 "night"
2017-12-04 0.55 "dawn"
2017-12-05 0.86 "morn"
2017-12-05 0.9 "after"
2017-12-05 0.83 "night"
2017-12-05 0.5 "dawn"
2017-12-06 0.86 "morn"
2017-12-06 0.87 "after"
2017-12-06 0.82 "night"
2017-12-06 0.55 "dawn"
2017-12-07 0.86 "morn"
2017-12-07 0.86 "after"
2017-12-07 0.83 "night"
2017-12-07 0.59 "dawn"
2017-12-08 0.85 "morn"
2017-12-08 0.88 "after"
2017-12-08 0.85 "night"
2017-12-08 0.55 "dawn"
2017-12-09 0.85 "morn"
2017-12-09 0.85 "after"
2017-12-09 0.8 "night"
2017-12-09 0.63 "dawn"
2017-12-10 0.83 "morn"
2017-12-10 0.85 "after"
2017-12-10 0.79 "night"
2017-12-10 0.64 "dawn"
2017-12-11 0.8 "morn"
2017-12-11 0.82 "after"
2017-12-11 0.8 "night"
2017-12-11 0.64 "dawn"
2017-12-12 0.79 "morn"
2017-12-12 0.85 "after"
2017-12-12 0.8 "night"
2017-12-12 0.56 "dawn"
2017-12-13 0.77 "morn"
2017-12-13 0.82 "after"
2017-12-13 0.69 "night"
2017-12-13 0.54 "dawn"
2017-12-14 0.8 "morn"
2017-12-14 0.92 "after"
2017-12-14 0.81 "night"
2017-12-14 0.58 "dawn"
2017-12-15 0.84 "morn"
2017-12-15 0.82 "after"
2017-12-15 0.77 "night"
2017-12-15 0.61 "dawn"
2017-12-16 0.77 "morn"
2017-12-16 0.79 "after"
2017-12-16 0.75 "night"
2017-12-16 0.6 "dawn"
2017-12-17 0.85 "morn"
2017-12-17 0.89 "after"
2017-12-17 0.77 "night"
2017-12-17 0.5 "dawn"
2017-12-18 0.79 "morn"
2017-12-18 0.79 "after"
2017-12-18 0.69 "night"
2017-12-18 0.49 "dawn"
2017-12-19 0.82 "morn"
2017-12-19 0.82 "after"
2017-12-19 0.65 "night"
2017-12-19 0.54 "dawn"
2017-12-20 0.87 "morn"
2017-12-20 0.85 "after"
2017-12-20 0.79 "night"
2017-12-20 0.55 "dawn"
2017-12-21 0.85 "morn"
2017-12-21 0.85 "after"
2017-12-21 0.78 "night"
2017-12-21 0.52 "dawn"
2017-12-22 0.78 "morn"
2017-12-22 0.84 "after"
2017-12-22 0.76 "night"
2017-12-22 0.63 "dawn"
2017-12-23 0.8 "morn"
2017-12-23 0.84 "after"
2017-12-23 0.82 "night"
2017-12-23 0.57 "dawn"
2017-12-24 0.83 "morn"
2017-12-24 0.85 "after"
2017-12-24 0.79 "night"
2017-12-24 0.61 "dawn"
2017-12-25 0.85 "morn"
2017-12-25 0.86 "after"
2017-12-25 0.82 "night"
2017-12-25 0.61 "dawn"
2017-12-26 0.82 "morn"
2017-12-26 0.87 "after"
2017-12-26 0.82 "night"
2017-12-26 0.59 "dawn"
2017-12-27 0.8 "morn"
2017-12-27 0.78 "after"
2017-12-27 0.75 "night"
2017-12-27 0.55 "dawn"
2017-12-28 0.84 "morn"
2017-12-28 0.83 "after"
2017-12-28 0.79 "night"
2017-12-28 0.51 "dawn"
2017-12-29 0.81 "morn"
2017-12-29 0.81 "after"
2017-12-29 0.73 "night"
2017-12-29 0.58 "dawn"
2017-12-30 0.83 "morn"
2017-12-30 0.81 "after"
2017-12-30 0.73 "night"
2017-12-30 0.55 "dawn"
2017-12-31 0.84 "morn"
2017-12-31 0.83 "after"
2017-12-31 0.75 "night"
2017-12-31 0.58 "dawn"
2018-01-01 0.83 "morn"
2018-01-01 0.81 "after"
2018-01-01 0.77 "night"
2018-01-01 0.51 "dawn"
2018-01-02 0.77 "morn"
2018-01-02 0.94 "after"
2018-01-02 0.89 "night"
2018-01-02 0.49 "dawn"
2018-01-03 0.76 "morn"
2018-01-03 0.87 "after"
2018-01-03 0.9 "night"
2018-01-03 0.55 "dawn"
2018-01-04 0.87 "morn"
2018-01-04 0.9 "after"
2018-01-04 0.87 "night"
2018-01-04 0.53 "dawn"
2018-01-05 0.85 "morn"
2018-01-05 0.87 "after"
2018-01-05 0.83 "night"
2018-01-05 0.58 "dawn"
2018-01-06 0.83 "morn"
2018-01-06 0.87 "after"
2018-01-06 0.82 "night"
2018-01-06 0.59 "dawn"
2018-01-07 0.76 "morn"
2018-01-07 0.83 "after"
2018-01-07 0.79 "night"
2018-01-07 0.49 "dawn"
2018-01-08 0.7 "morn"
2018-01-08 0.81 "after"
2018-01-08 0.71 "night"
2018-01-08 0.54 "dawn"
2018-01-09 0.81 "morn"
2018-01-09 0.8 "after"
2018-01-09 0.7 "night"
2018-01-09 0.54 "dawn"
2018-01-10 0.79 "morn"
2018-01-10 0.89 "after"
2018-01-10 0.82 "night"
2018-01-10 0.54 "dawn"
2018-01-11 0.73 "morn"
2018-01-11 0.75 "after"
2018-01-11 0.69 "night"
2018-01-11 0.59 "dawn"
2018-01-12 0.8 "morn"
2018-01-12 0.77 "after"
2018-01-12 0.7 "night"
2018-01-12 0.69 "dawn"
2018-01-13 0.82 "morn"
2018-01-13 0.84 "after"
2018-01-13 0.83 "night"
2018-01-13 0.59 "dawn"
2018-01-14 0.85 "morn"
2018-01-14 0.84 "after"
2018-01-14 0.8 "night"
2018-01-14 0.51 "dawn"
2018-01-15 0.84 "morn"
2018-01-15 0.87 "after"
2018-01-15 0.79 "night"
2018-01-15 0.55 "dawn"
2018-01-16 0.81 "morn"
2018-01-16 0.82 "after"
2018-01-16 0.81 "night"
2018-01-16 0.57 "dawn"
2018-01-17 0.85 "morn"
2018-01-17 0.83 "after"
2018-01-17 0.78 "night"
2018-01-17 0.56 "dawn"
2018-01-18 0.8 "morn"
2018-01-18 0.81 "after"
2018-01-18 0.77 "night"
2018-01-18 0.59 "dawn"
2018-01-19 0.79 "morn"
2018-01-19 0.79 "after"
2018-01-19 0.75 "night"
2018-01-19 0.6 "dawn"
2018-01-20 0.81 "morn"
2018-01-20 0.79 "after"
2018-01-20 0.77 "night"
2018-01-20 0.54 "dawn"
2018-01-21 0.79 "morn"
2018-01-21 0.83 "after"
2018-01-21 0.77 "night"
2018-01-21 0.49 "dawn"
2018-01-22 0.79 "morn"
2018-01-22 0.86 "after"
2018-01-22 0.78 "night"
2018-01-22 0.51 "dawn"
2018-01-23 0.82 "morn"
2018-01-23 0.85 "after"
2018-01-23 0.78 "night"
2018-01-23 0.48 "dawn"
2018-01-24 0.82 "morn"
2018-01-24 0.91 "after"
2018-01-24 0.8 "night"
2018-01-24 0.5 "dawn"
2018-01-25 0.85 "morn"
2018-01-25 0.85 "after"
2018-01-25 0.79 "night"
2018-01-25 0.52 "dawn"
2018-01-26 0.84 "morn"
2018-01-26 0.84 "after"
2018-01-26 0.81 "night"
2018-01-26 0.54 "dawn"
2018-01-27 0.83 "morn"
2018-01-27 0.91 "after"
2018-01-27 0.88 "night"
2018-01-27 0.57 "dawn"
2018-01-28 0.85 "morn"
2018-01-28 0.89 "after"
2018-01-28 0.86 "night"
2018-01-28 0.56 "dawn"
2018-01-29 0.8 "morn"
2018-01-29 0.8 "after"
2018-01-29 0.78 "night"
2018-01-29 0.61 "dawn"
2018-01-30 0.78 "morn"
2018-01-30 0.9 "after"
2018-01-30 0.86 "night"
2018-01-30 0.58 "dawn"
2018-01-31 0.83 "morn"
2018-01-31 0.88 "after"
2018-01-31 0.82 "night"
2018-01-31 0.55 "dawn"
2018-02-01 0.82 "morn"
2018-02-01 0.79 "after"
2018-02-01 0.75 "night"
2018-02-01 0.58 "dawn"
2018-02-02 0.79 "morn"
2018-02-02 0.78 "after"
2018-02-02 0.74 "night"
2018-02-02 0.55 "dawn"
2018-02-03 0.81 "morn"
2018-02-03 0.85 "after"
2018-02-03 0.79 "night"
2018-02-03 0.54 "dawn"
2018-02-04 0.75 "morn"
2018-02-04 0.84 "after"
2018-02-04 0.78 "night"
2018-02-04 0.51 "dawn"
2018-02-05 0.75 "morn"
2018-02-05 0.82 "after"
2018-02-05 0.69 "night"
2018-02-05 0.53 "dawn"
2018-02-06 0.74 "morn"
2018-02-06 0.88 "after"
2018-02-06 0.73 "night"
2018-02-06 0.67 "dawn"
2018-02-07 0.79 "morn"
2018-02-07 0.79 "after"
2018-02-07 0.76 "night"
2018-02-07 0.57 "dawn"
2018-02-08 0.83 "morn"
2018-02-08 0.82 "after"
2018-02-08 0.79 "night"
2018-02-08 0.55 "dawn"
2018-02-09 0.83 "morn"
2018-02-09 0.85 "after"
2018-02-09 0.78 "night"
2018-02-09 0.55 "dawn"
2018-02-10 0.84 "morn"
2018-02-10 0.89 "after"
2018-02-10 0.84 "night"
2018-02-10 0.58 "dawn"
2018-02-11 0.82 "morn"
2018-02-11 0.83 "after"
2018-02-11 0.78 "night"
2018-02-11 0.58 "dawn"
2018-02-12 0.86 "morn"
2018-02-12 0.91 "after"
2018-02-12 0.86 "night"
2018-02-12 0.59 "dawn"
2018-02-13 0.83 "morn"
2018-02-13 0.81 "after"
2018-02-13 0.77 "night"
2018-02-13 0.56 "dawn"
2018-02-14 0.78 "morn"
2018-02-14 0.88 "after"
2018-02-14 0.79 "night"
2018-02-14 0.59 "dawn"
2018-02-15 0.8 "morn"
2018-02-15 0.89 "after"
2018-02-15 0.8 "night"
2018-02-15 0.56 "dawn"
2018-02-16 0.78 "morn"
2018-02-16 0.9 "after"
2018-02-16 0.85 "night"
2018-02-16 0.63 "dawn"
2018-02-17 0.84 "morn"
2018-02-17 0.85 "after"
2018-02-17 0.82 "night"
2018-02-17 0.65 "dawn"
2018-02-18 0.81 "morn"
2018-02-18 0.87 "after"
2018-02-18 0.87 "night"
2018-02-18 0.61 "dawn"
2018-02-19 0.82 "morn"
2018-02-19 0.84 "after"
2018-02-19 0.74 "night"
2018-02-19 0.51 "dawn"
2018-02-20 0.79 "morn"
2018-02-20 0.88 "after"
2018-02-20 0.73 "night"
2018-02-20 0.53 "dawn"
2018-02-21 0.7 "morn"
2018-02-21 0.77 "after"
2018-02-21 0.73 "night"
2018-02-21 0.55 "dawn"
2018-02-22 0.86 "morn"
2018-02-22 0.9 "after"
2018-02-22 0.86 "night"
2018-02-22 0.57 "dawn"
2018-02-23 0.87 "morn"
2018-02-23 0.88 "after"
2018-02-23 0.85 "night"
2018-02-23 0.58 "dawn"
2018-02-24 0.82 "morn"
2018-02-24 0.81 "after"
2018-02-24 0.8 "night"
2018-02-24 0.52 "dawn"
2018-02-25 0.84 "morn"
2018-02-25 0.87 "after"
2018-02-25 0.86 "night"
2018-02-25 0.6 "dawn"
2018-02-26 0.86 "morn"
2018-02-26 0.85 "after"
2018-02-26 0.84 "night"
2018-02-26 0.6 "dawn"
2018-02-27 0.78 "morn"
2018-02-27 0.8 "after"
2018-02-27 0.77 "night"
2018-02-27 0.56 "dawn"
2018-02-28 0.81 "morn"
2018-02-28 0.89 "after"
2018-02-28 0.83 "night"
2018-02-28 0.55 "dawn"
2018-03-01 0.87 "morn"
2018-03-01 0.94 "after"
2018-03-01 0.93 "night"
2018-03-01 0.58 "dawn"
2018-03-02 0.88 "morn"
2018-03-02 0.91 "after"
2018-03-02 0.9 "night"
2018-03-02 0.54 "dawn"
2018-03-03 0.86 "morn"
2018-03-03 0.87 "after"
2018-03-03 0.85 "night"
2018-03-03 0.57 "dawn"
2018-03-04 0.84 "morn"
2018-03-04 0.82 "after"
2018-03-04 0.8 "night"
2018-03-04 0.6 "dawn"
2018-03-05 0.85 "morn"
2018-03-05 0.87 "after"
2018-03-05 0.76 "night"
2018-03-05 0.58 "dawn"
2018-03-06 0.83 "morn"
2018-03-06 0.81 "after"
2018-03-06 0.77 "night"
2018-03-06 0.55 "dawn"
2018-03-07 0.81 "morn"
2018-03-07 0.87 "after"
2018-03-07 0.83 "night"
2018-03-07 0.5 "dawn"
2018-03-08 0.66 "morn"
2018-03-08 0.75 "after"
2018-03-08 0.7 "night"
2018-03-08 0.47 "dawn"
2018-03-09 0.58 "morn"
2018-03-09 0.74 "after"
2018-03-09 0.71 "night"
2018-03-09 0.55 "dawn"
2018-03-10 0.79 "morn"
2018-03-10 0.83 "after"
2018-03-10 0.73 "night"
2018-03-10 0.51 "dawn"
