"data" "minima" "pd"
2017-07-31 0.95 "morn"
2017-07-31 0.7 "after"
2017-07-31 0.52 "night"
2017-08-01 0.78 "dawn"
2017-08-01 0.78 "morn"
2017-08-01 0.64 "after"
2017-08-01 0.52 "night"
2017-08-02 0.63 "dawn"
2017-08-02 0.75 "morn"
2017-08-02 0.36 "after"
2017-08-02 0.23 "night"
2017-08-03 0.58 "dawn"
2017-08-03 0.84 "morn"
2017-08-03 0.62 "after"
2017-08-03 0.48 "night"
2017-08-04 0.75 "dawn"
2017-08-04 0.86 "morn"
2017-08-04 0.56 "after"
2017-08-04 0.45 "night"
2017-08-05 0.77 "dawn"
2017-08-05 0.88 "morn"
2017-08-05 0.51 "after"
2017-08-05 0.41 "night"
2017-08-06 0.74 "dawn"
2017-08-06 0.64 "morn"
2017-08-06 0.24 "after"
2017-08-06 0.3 "night"
2017-08-07 0.81 "dawn"
2017-08-07 0.83 "morn"
2017-08-07 0.54 "after"
2017-08-07 0.37 "night"
2017-08-08 0.73 "dawn"
2017-08-08 0.58 "morn"
2017-08-08 0.18 "after"
2017-08-08 0.3 "night"
2017-08-09 0.6 "dawn"
2017-08-09 0.88 "morn"
2017-08-09 0.49 "after"
2017-08-09 0.35 "night"
2017-08-10 0.71 "dawn"
2017-08-10 0.82 "morn"
2017-08-10 0.43 "after"
2017-08-10 0.47 "night"
2017-08-11 0.73 "dawn"
2017-08-11 0.84 "morn"
2017-08-11 0.73 "after"
2017-08-11 0.64 "night"
2017-08-12 0.74 "dawn"
2017-08-12 0.82 "morn"
2017-08-12 0.47 "after"
2017-08-12 0.41 "night"
2017-08-13 0.68 "dawn"
2017-08-13 0.72 "morn"
2017-08-13 0.21 "after"
2017-08-13 0.24 "night"
2017-08-14 0.63 "dawn"
2017-08-14 0.6 "morn"
2017-08-14 0.26 "after"
2017-08-14 0.3 "night"
2017-08-15 0.66 "dawn"
2017-08-15 0.86 "morn"
2017-08-15 0.61 "after"
2017-08-15 0.54 "night"
2017-08-16 0.84 "dawn"
2017-08-16 0.89 "morn"
2017-08-16 0.55 "after"
2017-08-16 0.46 "night"
2017-08-17 0.75 "dawn"
2017-08-17 0.89 "morn"
2017-08-17 0.48 "after"
2017-08-17 0.38 "night"
2017-08-18 0.78 "dawn"
2017-08-18 0.88 "morn"
2017-08-18 0.6 "after"
2017-08-18 0.54 "night"
2017-08-19 0.78 "dawn"
2017-08-19 0.8 "morn"
2017-08-19 0.5 "after"
2017-08-19 0.43 "night"
2017-08-20 0.74 "dawn"
2017-08-20 0.7 "morn"
2017-08-20 0.15 "after"
2017-08-20 0.14 "night"
2017-08-21 0.5 "dawn"
2017-08-21 0.41 "morn"
2017-08-21 0.26 "after"
2017-08-21 0.34 "night"
2017-08-22 0.71 "dawn"
2017-08-22 0.83 "morn"
2017-08-22 0.69 "after"
2017-08-22 0.56 "night"
2017-08-23 0.69 "dawn"
2017-08-23 0.79 "morn"
2017-08-23 0.45 "after"
2017-08-23 0.38 "night"
2017-08-24 0.78 "dawn"
2017-08-24 0.88 "morn"
2017-08-24 0.5 "after"
2017-08-24 0.43 "night"
2017-08-25 0.78 "dawn"
2017-08-25 0.8 "morn"
2017-08-25 0.53 "after"
2017-08-25 0.37 "night"
2017-08-26 0.69 "dawn"
2017-08-26 0.83 "morn"
2017-08-26 0.34 "after"
2017-08-26 0.29 "night"
2017-08-27 0.57 "dawn"
2017-08-27 0.8 "morn"
2017-08-27 0.43 "after"
2017-08-27 0.37 "night"
2017-08-28 0.74 "dawn"
2017-08-28 0.89 "morn"
2017-08-28 0.41 "after"
2017-08-28 0.33 "night"
2017-08-29 0.73 "dawn"
2017-08-29 0.77 "morn"
2017-08-29 0.34 "after"
2017-08-29 0.26 "night"
2017-08-30 0.59 "dawn"
2017-08-30 0.75 "morn"
2017-08-30 0.54 "after"
2017-08-30 0.48 "night"
2017-08-31 0.72 "dawn"
2017-08-31 0.89 "morn"
2017-08-31 0.64 "after"
2017-08-31 0.56 "night"
2017-09-01 0.71 "dawn"
2017-09-01 0.8 "morn"
2017-09-01 0.75 "after"
2017-09-01 0.62 "night"
2017-09-02 0.82 "dawn"
2017-09-02 0.93 "morn"
2017-09-02 0.47 "after"
2017-09-02 0.43 "night"
2017-09-03 0.77 "dawn"
2017-09-03 0.88 "morn"
2017-09-03 0.6 "after"
2017-09-03 0.47 "night"
2017-09-04 0.78 "dawn"
2017-09-04 0.82 "morn"
2017-09-04 0.42 "after"
2017-09-04 0.31 "night"
2017-09-05 0.53 "dawn"
2017-09-05 0.49 "morn"
2017-09-05 0.18 "after"
2017-09-05 0.25 "night"
2017-09-06 0.67 "dawn"
2017-09-06 0.89 "morn"
2017-09-06 0.43 "after"
2017-09-06 0.45 "night"
2017-09-07 0.83 "dawn"
2017-09-07 0.88 "morn"
2017-09-07 0.64 "after"
2017-09-07 0.49 "night"
2017-09-08 0.67 "dawn"
2017-09-08 0.78 "morn"
2017-09-08 0.58 "after"
2017-09-08 0.43 "night"
2017-09-09 0.72 "dawn"
2017-09-09 0.43 "morn"
2017-09-09 0.39 "after"
2017-09-10 0.28 "night"
2017-09-10 0.27 "dawn"
2017-09-11 0.64 "morn"
2017-09-11 0.67 "after"
2017-09-11 0.35 "night"
2017-09-11 0.36 "dawn"
2017-09-12 0.72 "morn"
2017-09-12 0.73 "after"
2017-09-12 0.42 "night"
2017-09-12 0.4 "dawn"
2017-09-13 0.62 "morn"
2017-09-13 0.81 "after"
2017-09-13 0.39 "night"
2017-09-13 0.29 "dawn"
2017-09-14 0.67 "morn"
2017-09-14 0.72 "after"
2017-09-14 0.25 "night"
2017-09-14 0.29 "dawn"
2017-09-15 0.68 "morn"
2017-09-15 0.87 "after"
2017-09-15 0.4 "night"
2017-09-15 0.3 "dawn"
2017-09-16 0.65 "morn"
2017-09-16 0.96 "after"
2017-09-16 0.53 "night"
2017-09-16 0.41 "dawn"
2017-09-17 0.73 "morn"
2017-09-17 0.88 "after"
2017-09-17 0.47 "night"
2017-09-17 0.38 "dawn"
2017-09-18 0.6 "morn"
2017-09-18 0.89 "after"
2017-09-18 0.42 "night"
2017-09-18 0.33 "dawn"
2017-09-19 0.71 "morn"
2017-09-19 0.83 "after"
2017-09-19 0.8 "night"
2017-09-19 0.45 "dawn"
2017-09-20 0.58 "morn"
2017-09-20 0.77 "after"
2017-09-20 0.43 "night"
2017-09-20 0.4 "dawn"
2017-09-21 0.68 "morn"
2017-09-21 0.8 "after"
2017-09-21 0.37 "night"
2017-09-21 0.3 "dawn"
2017-09-22 0.79 "morn"
2017-09-22 0.86 "after"
2017-09-22 0.49 "night"
2017-09-22 0.41 "dawn"
2017-09-23 0.74 "morn"
2017-09-23 0.85 "after"
2017-09-23 0.5 "night"
2017-09-23 0.46 "dawn"
2017-09-24 0.78 "morn"
2017-09-24 0.83 "after"
2017-09-24 0.58 "night"
2017-09-24 0.52 "dawn"
2017-09-25 0.78 "morn"
2017-09-25 0.9 "after"
2017-09-25 0.5 "night"
2017-09-25 0.44 "dawn"
2017-09-26 0.77 "morn"
2017-09-26 0.96 "after"
2017-09-26 0.61 "night"
2017-09-26 0.54 "dawn"
2017-09-27 0.76 "morn"
2017-09-27 0.85 "after"
2017-09-27 0.62 "night"
2017-09-27 0.52 "dawn"
2017-09-28 0.77 "morn"
2017-09-28 0.88 "after"
2017-09-28 0.49 "night"
2017-09-28 0.45 "dawn"
2017-09-29 0.73 "morn"
2017-09-29 0.85 "after"
2017-09-29 0.33 "night"
2017-09-29 0.32 "dawn"
2017-09-30 0.53 "morn"
2017-09-30 0.39 "after"
2017-09-30 0.22 "night"
2017-09-30 0.26 "dawn"
2017-10-01 0.57 "morn"
2017-10-01 0.82 "after"
2017-10-01 0.49 "night"
2017-10-01 0.5 "dawn"
2017-10-02 0.72 "morn"
2017-10-02 0.72 "after"
2017-10-02 0.37 "night"
2017-10-02 0.23 "dawn"
2017-10-03 0.5 "morn"
2017-10-03 0.42 "after"
2017-10-03 0.11 "night"
2017-10-03 0.22 "dawn"
2017-10-04 0.55 "morn"
2017-10-04 0.92 "after"
2017-10-04 0.39 "night"
2017-10-04 0.37 "dawn"
2017-10-05 0.67 "morn"
2017-10-05 0.76 "after"
2017-10-05 0.23 "night"
2017-10-05 0.19 "dawn"
2017-10-06 0.67 "morn"
2017-10-06 0.74 "after"
2017-10-06 0.34 "night"
2017-10-06 0.29 "dawn"
2017-10-07 0.7 "morn"
2017-10-07 0.78 "after"
2017-10-07 0.49 "night"
2017-10-07 0.44 "dawn"
2017-10-08 0.72 "morn"
2017-10-08 0.77 "after"
2017-10-08 0.47 "night"
2017-10-08 0.44 "dawn"
2017-10-09 0.72 "morn"
2017-10-09 0.87 "after"
2017-10-09 0.46 "night"
2017-10-09 0.42 "dawn"
2017-10-10 0.74 "morn"
2017-10-10 0.86 "after"
2017-10-10 0.45 "night"
2017-10-10 0.39 "dawn"
2017-10-11 0.76 "morn"
2017-10-11 0.88 "after"
2017-10-11 0.47 "night"
2017-10-11 0.45 "dawn"
2017-10-12 0.58 "morn"
2017-10-12 0.76 "after"
2017-10-12 0.34 "night"
2017-10-12 0.32 "dawn"
2017-10-13 0.55 "morn"
2017-10-13 0.62 "after"
2017-10-13 0.24 "night"
2017-10-13 0.24 "dawn"
2017-10-14 0.58 "morn"
2017-10-14 0.78 "after"
2017-10-14 0.3 "night"
2017-10-14 0.23 "dawn"
2017-10-15 0.61 "morn"
2017-10-15 0.77 "after"
2017-10-15 0.37 "night"
2017-10-15 0.32 "dawn"
2017-10-16 0.69 "morn"
2017-10-16 0.81 "after"
2017-10-16 0.55 "night"
2017-10-16 0.45 "dawn"
2017-10-17 0.7 "morn"
2017-10-17 0.78 "after"
2017-10-17 0.37 "night"
2017-10-17 0.3 "dawn"
2017-10-18 0.72 "morn"
2017-10-18 0.93 "after"
2017-10-18 0.39 "night"
2017-10-18 0.21 "dawn"
2017-10-19 0.6 "morn"
2017-10-19 0.48 "after"
2017-10-19 0.27 "night"
2017-10-19 0.36 "dawn"
2017-10-20 0.73 "morn"
2017-10-20 0.87 "after"
2017-10-20 0.5 "night"
2017-10-20 0.42 "dawn"
2017-10-21 0.75 "morn"
2017-10-21 0.86 "after"
2017-10-21 0.44 "night"
2017-10-21 0.39 "dawn"
2017-10-22 0.71 "morn"
2017-10-22 0.84 "after"
2017-10-22 0.5 "night"
2017-10-22 0.42 "dawn"
2017-10-23 0.77 "morn"
2017-10-23 0.84 "after"
2017-10-23 0.52 "night"
2017-10-23 0.47 "dawn"
2017-10-24 0.69 "morn"
2017-10-24 0.79 "after"
2017-10-24 0.38 "night"
2017-10-24 0.32 "dawn"
2017-10-25 0.7 "morn"
2017-10-25 0.91 "after"
2017-10-25 0.4 "night"
2017-10-25 0.4 "dawn"
2017-10-26 0.77 "morn"
2017-10-26 0.84 "after"
2017-10-26 0.5 "night"
2017-10-26 0.45 "dawn"
2017-10-27 0.68 "morn"
2017-10-27 0.84 "after"
2017-10-27 0.5 "night"
2017-10-27 0.47 "dawn"
2017-10-28 0.74 "morn"
2017-10-28 0.82 "after"
2017-10-28 0.54 "night"
2017-10-28 0.47 "dawn"
2017-10-29 0.72 "morn"
2017-10-29 0.79 "after"
2017-10-29 0.47 "night"
2017-10-29 0.4 "dawn"
2017-10-30 0.7 "morn"
2017-10-30 0.77 "after"
2017-10-30 0.4 "night"
2017-10-30 0.35 "dawn"
2017-10-31 0.68 "morn"
2017-10-31 0.87 "after"
2017-10-31 0.32 "night"
2017-10-31 0.34 "dawn"
2017-11-01 0.69 "morn"
2017-11-01 0.79 "after"
2017-11-01 0.27 "night"
2017-11-01 0.27 "dawn"
2017-11-02 0.7 "morn"
2017-11-02 0.76 "after"
2017-11-02 0.2 "night"
2017-11-02 0.28 "dawn"
2017-11-03 0.58 "morn"
2017-11-03 0.6 "after"
2017-11-03 0.31 "night"
2017-11-03 0.27 "dawn"
2017-11-04 0.64 "morn"
2017-11-04 0.8 "after"
2017-11-04 0.37 "night"
2017-11-04 0.35 "dawn"
2017-11-05 0.65 "morn"
2017-11-05 0.7 "after"
2017-11-05 0.36 "night"
2017-11-05 0.33 "dawn"
2017-11-06 0.74 "morn"
2017-11-06 0.83 "after"
2017-11-06 0.44 "night"
2017-11-06 0.44 "dawn"
2017-11-07 0.75 "morn"
2017-11-07 0.82 "after"
2017-11-07 0.48 "night"
2017-11-07 0.42 "dawn"
2017-11-08 0.7 "morn"
2017-11-08 0.85 "after"
2017-11-08 0.44 "night"
2017-11-08 0.39 "dawn"
2017-11-09 0.73 "morn"
2017-11-09 0.71 "after"
2017-11-09 0.31 "night"
2017-11-09 0.28 "dawn"
2017-11-10 0.65 "morn"
2017-11-10 0.8 "after"
2017-11-10 0.4 "night"
2017-11-10 0.36 "dawn"
2017-11-11 0.64 "morn"
2017-11-11 0.82 "after"
2017-11-11 0.55 "night"
2017-11-11 0.41 "dawn"
2017-11-12 0.68 "morn"
2017-11-12 0.8 "after"
2017-11-12 0.52 "night"
2017-11-12 0.41 "dawn"
2017-11-13 0.64 "morn"
2017-11-13 0.75 "after"
2017-11-13 0.36 "night"
2017-11-13 0.28 "dawn"
2017-11-14 0.74 "morn"
2017-11-14 0.79 "after"
2017-11-14 0.39 "night"
2017-11-14 0.36 "dawn"
2017-11-15 0.71 "morn"
2017-11-15 0.77 "after"
2017-11-15 0.48 "night"
2017-11-15 0.39 "dawn"
2017-11-16 0.71 "morn"
2017-11-16 0.85 "after"
2017-11-16 0.56 "night"
2017-11-16 0.45 "dawn"
2017-11-17 0.69 "morn"
2017-11-17 0.78 "after"
2017-11-17 0.59 "night"
2017-11-17 0.46 "dawn"
2017-11-18 0.67 "morn"
2017-11-18 0.8 "after"
2017-11-18 0.49 "night"
2017-11-18 0.38 "dawn"
2017-11-19 0.69 "morn"
2017-11-19 0.79 "after"
2017-11-19 0.37 "night"
2017-11-19 0.37 "dawn"
2017-11-20 0.71 "morn"
2017-11-20 0.74 "after"
2017-11-20 0.46 "night"
2017-11-20 0.41 "dawn"
2017-11-21 0.66 "morn"
2017-11-21 0.78 "after"
2017-11-21 0.36 "night"
2017-11-21 0.34 "dawn"
2017-11-22 0.74 "morn"
2017-11-22 0.9 "after"
2017-11-22 0.37 "night"
2017-11-22 0.35 "dawn"
2017-11-23 0.69 "morn"
2017-11-23 0.82 "after"
2017-11-23 0.53 "night"
2017-11-23 0.57 "dawn"
2017-11-24 0.75 "morn"
2017-11-24 0.84 "after"
2017-11-24 0.58 "night"
2017-11-24 0.52 "dawn"
2017-11-25 0.69 "morn"
2017-11-25 0.82 "after"
2017-11-25 0.46 "night"
2017-11-25 0.44 "dawn"
2017-11-26 0.72 "morn"
2017-11-26 0.81 "after"
2017-11-26 0.53 "night"
2017-11-26 0.44 "dawn"
2017-11-27 0.72 "morn"
2017-11-27 0.81 "after"
2017-11-27 0.44 "night"
2017-11-27 0.35 "dawn"
2017-11-28 0.69 "morn"
2017-11-28 0.76 "after"
2017-11-28 0.37 "night"
2017-11-28 0.34 "dawn"
2017-11-29 0.62 "morn"
2017-11-29 0.73 "after"
2017-11-29 0.34 "night"
2017-11-29 0.34 "dawn"
2017-11-30 0.66 "morn"
2017-11-30 0.82 "after"
2017-11-30 0.53 "night"
2017-11-30 0.39 "dawn"
2017-12-01 0.65 "morn"
2017-12-01 0.75 "after"
2017-12-01 0.4 "night"
2017-12-01 0.35 "dawn"
2017-12-02 0.64 "morn"
2017-12-02 0.73 "after"
2017-12-02 0.46 "night"
2017-12-02 0.37 "dawn"
2017-12-03 0.62 "morn"
2017-12-03 0.72 "after"
2017-12-03 0.3 "night"
2017-12-03 0.29 "dawn"
2017-12-04 0.62 "morn"
2017-12-04 0.8 "after"
2017-12-04 0.42 "night"
2017-12-04 0.35 "dawn"
2017-12-05 0.64 "morn"
2017-12-05 0.85 "after"
2017-12-05 0.42 "night"
2017-12-05 0.34 "dawn"
2017-12-06 0.59 "morn"
2017-12-06 0.84 "after"
2017-12-06 0.46 "night"
2017-12-06 0.36 "dawn"
2017-12-07 0.64 "morn"
2017-12-07 0.84 "after"
2017-12-07 0.46 "night"
2017-12-07 0.36 "dawn"
2017-12-08 0.66 "morn"
2017-12-08 0.86 "after"
2017-12-08 0.49 "night"
2017-12-08 0.39 "dawn"
2017-12-09 0.69 "morn"
2017-12-09 0.83 "after"
2017-12-09 0.45 "night"
2017-12-09 0.39 "dawn"
2017-12-10 0.74 "morn"
2017-12-10 0.82 "after"
2017-12-10 0.54 "night"
2017-12-10 0.48 "dawn"
2017-12-11 0.72 "morn"
2017-12-11 0.8 "after"
2017-12-11 0.58 "night"
2017-12-11 0.49 "dawn"
2017-12-12 0.7 "morn"
2017-12-12 0.82 "after"
2017-12-12 0.57 "night"
2017-12-12 0.45 "dawn"
2017-12-13 0.61 "morn"
2017-12-13 0.75 "after"
2017-12-13 0.4 "night"
2017-12-13 0.37 "dawn"
2017-12-14 0.65 "morn"
2017-12-14 0.8 "after"
2017-12-14 0.41 "night"
2017-12-14 0.41 "dawn"
2017-12-15 0.71 "morn"
2017-12-15 0.78 "after"
2017-12-15 0.56 "night"
2017-12-15 0.46 "dawn"
2017-12-16 0.67 "morn"
2017-12-16 0.76 "after"
2017-12-16 0.48 "night"
2017-12-16 0.32 "dawn"
2017-12-17 0.67 "morn"
2017-12-17 0.81 "after"
2017-12-17 0.44 "night"
2017-12-17 0.39 "dawn"
2017-12-18 0.59 "morn"
2017-12-18 0.76 "after"
2017-12-18 0.34 "night"
2017-12-18 0.3 "dawn"
2017-12-19 0.58 "morn"
2017-12-19 0.67 "after"
2017-12-19 0.42 "night"
2017-12-19 0.37 "dawn"
2017-12-20 0.64 "morn"
2017-12-20 0.82 "after"
2017-12-20 0.41 "night"
2017-12-20 0.37 "dawn"
2017-12-21 0.65 "morn"
2017-12-21 0.8 "after"
2017-12-21 0.44 "night"
2017-12-21 0.36 "dawn"
2017-12-22 0.58 "morn"
2017-12-22 0.8 "after"
2017-12-22 0.43 "night"
2017-12-22 0.38 "dawn"
2017-12-23 0.71 "morn"
2017-12-23 0.82 "after"
2017-12-23 0.47 "night"
2017-12-23 0.41 "dawn"
2017-12-24 0.68 "morn"
2017-12-24 0.82 "after"
2017-12-24 0.47 "night"
2017-12-24 0.41 "dawn"
2017-12-25 0.69 "morn"
2017-12-25 0.84 "after"
2017-12-25 0.58 "night"
2017-12-25 0.5 "dawn"
2017-12-26 0.67 "morn"
2017-12-26 0.79 "after"
2017-12-26 0.54 "night"
2017-12-26 0.44 "dawn"
2017-12-27 0.65 "morn"
2017-12-27 0.76 "after"
2017-12-27 0.45 "night"
2017-12-27 0.4 "dawn"
2017-12-28 0.62 "morn"
2017-12-28 0.8 "after"
2017-12-28 0.46 "night"
2017-12-28 0.4 "dawn"
2017-12-29 0.57 "morn"
2017-12-29 0.76 "after"
2017-12-29 0.4 "night"
2017-12-29 0.41 "dawn"
2017-12-30 0.64 "morn"
2017-12-30 0.74 "after"
2017-12-30 0.43 "night"
2017-12-30 0.41 "dawn"
2017-12-31 0.63 "morn"
2017-12-31 0.75 "after"
2017-12-31 0.55 "night"
2017-12-31 0.52 "dawn"
2018-01-01 0.6 "morn"
2018-01-01 0.76 "after"
2018-01-01 0.43 "night"
2018-01-01 0.37 "dawn"
2018-01-02 0.57 "morn"
2018-01-02 0.76 "after"
2018-01-02 0.41 "night"
2018-01-02 0.39 "dawn"
2018-01-03 0.55 "morn"
2018-01-03 0.72 "after"
2018-01-03 0.42 "night"
2018-01-03 0.37 "dawn"
2018-01-04 0.65 "morn"
2018-01-04 0.89 "after"
2018-01-04 0.42 "night"
2018-01-04 0.4 "dawn"
2018-01-05 0.65 "morn"
2018-01-05 0.85 "after"
2018-01-05 0.44 "night"
2018-01-05 0.41 "dawn"
2018-01-06 0.63 "morn"
2018-01-06 0.84 "after"
2018-01-06 0.56 "night"
2018-01-06 0.47 "dawn"
2018-01-07 0.66 "morn"
2018-01-07 0.75 "after"
2018-01-07 0.51 "night"
2018-01-07 0.45 "dawn"
2018-01-08 0.53 "morn"
2018-01-08 0.73 "after"
2018-01-08 0.34 "night"
2018-01-08 0.34 "dawn"
2018-01-09 0.61 "morn"
2018-01-09 0.73 "after"
2018-01-09 0.44 "night"
2018-01-09 0.4 "dawn"
2018-01-10 0.59 "morn"
2018-01-10 0.8 "after"
2018-01-10 0.49 "night"
2018-01-10 0.44 "dawn"
2018-01-11 0.62 "morn"
2018-01-11 0.72 "after"
2018-01-11 0.4 "night"
2018-01-11 0.38 "dawn"
2018-01-12 0.67 "morn"
2018-01-12 0.74 "after"
2018-01-12 0.48 "night"
2018-01-12 0.5 "dawn"
2018-01-13 0.73 "morn"
2018-01-13 0.83 "after"
2018-01-13 0.49 "night"
2018-01-13 0.48 "dawn"
2018-01-14 0.62 "morn"
2018-01-14 0.81 "after"
2018-01-14 0.54 "night"
2018-01-14 0.43 "dawn"
2018-01-15 0.59 "morn"
2018-01-15 0.83 "after"
2018-01-15 0.4 "night"
2018-01-15 0.35 "dawn"
2018-01-16 0.64 "morn"
2018-01-16 0.8 "after"
2018-01-16 0.42 "night"
2018-01-16 0.41 "dawn"
2018-01-17 0.63 "morn"
2018-01-17 0.79 "after"
2018-01-17 0.49 "night"
2018-01-17 0.39 "dawn"
2018-01-18 0.64 "morn"
2018-01-18 0.78 "after"
2018-01-18 0.44 "night"
2018-01-18 0.42 "dawn"
2018-01-19 0.66 "morn"
2018-01-19 0.75 "after"
2018-01-19 0.57 "night"
2018-01-19 0.42 "dawn"
2018-01-20 0.67 "morn"
2018-01-20 0.77 "after"
2018-01-20 0.5 "night"
2018-01-20 0.43 "dawn"
2018-01-21 0.61 "morn"
2018-01-21 0.8 "after"
2018-01-21 0.42 "night"
2018-01-21 0.26 "dawn"
2018-01-22 0.55 "morn"
2018-01-22 0.8 "after"
2018-01-22 0.4 "night"
2018-01-22 0.36 "dawn"
2018-01-23 0.58 "morn"
2018-01-23 0.8 "after"
2018-01-23 0.4 "night"
2018-01-23 0.31 "dawn"
2018-01-24 0.6 "morn"
2018-01-24 0.83 "after"
2018-01-24 0.47 "night"
2018-01-24 0.39 "dawn"
2018-01-25 0.58 "morn"
2018-01-25 0.83 "after"
2018-01-25 0.43 "night"
2018-01-25 0.37 "dawn"
2018-01-26 0.62 "morn"
2018-01-26 0.83 "after"
2018-01-26 0.47 "night"
2018-01-26 0.39 "dawn"
2018-01-27 0.62 "morn"
2018-01-27 0.86 "after"
2018-01-27 0.46 "night"
2018-01-27 0.41 "dawn"
2018-01-28 0.66 "morn"
2018-01-28 0.87 "after"
2018-01-28 0.45 "night"
2018-01-28 0.43 "dawn"
2018-01-29 0.65 "morn"
2018-01-29 0.79 "after"
2018-01-29 0.45 "night"
2018-01-29 0.4 "dawn"
2018-01-30 0.71 "morn"
2018-01-30 0.8 "after"
2018-01-30 0.58 "night"
2018-01-30 0.45 "dawn"
2018-01-31 0.65 "morn"
2018-01-31 0.83 "after"
2018-01-31 0.47 "night"
2018-01-31 0.41 "dawn"
2018-02-01 0.63 "morn"
2018-02-01 0.78 "after"
2018-02-01 0.49 "night"
2018-02-01 0.39 "dawn"
2018-02-02 0.65 "morn"
2018-02-02 0.76 "after"
2018-02-02 0.43 "night"
2018-02-02 0.4 "dawn"
2018-02-03 0.62 "morn"
2018-02-03 0.82 "after"
2018-02-03 0.41 "night"
2018-02-03 0.39 "dawn"
2018-02-04 0.59 "morn"
2018-02-04 0.79 "after"
2018-02-04 0.39 "night"
2018-02-04 0.35 "dawn"
2018-02-05 0.59 "morn"
2018-02-05 0.77 "after"
2018-02-05 0.37 "night"
2018-02-05 0.37 "dawn"
2018-02-06 0.56 "morn"
2018-02-06 0.84 "after"
2018-02-06 0.42 "night"
2018-02-06 0.41 "dawn"
2018-02-07 0.71 "morn"
2018-02-07 0.77 "after"
2018-02-07 0.41 "night"
2018-02-07 0.41 "dawn"
2018-02-08 0.63 "morn"
2018-02-08 0.81 "after"
2018-02-08 0.42 "night"
2018-02-08 0.41 "dawn"
2018-02-09 0.62 "morn"
2018-02-09 0.81 "after"
2018-02-09 0.47 "night"
2018-02-09 0.41 "dawn"
2018-02-10 0.64 "morn"
2018-02-10 0.86 "after"
2018-02-10 0.42 "night"
2018-02-10 0.43 "dawn"
2018-02-11 0.63 "morn"
2018-02-11 0.8 "after"
2018-02-11 0.56 "night"
2018-02-11 0.45 "dawn"
2018-02-12 0.65 "morn"
2018-02-12 0.87 "after"
2018-02-12 0.39 "night"
2018-02-12 0.38 "dawn"
2018-02-13 0.71 "morn"
2018-02-13 0.78 "after"
2018-02-13 0.55 "night"
2018-02-13 0.46 "dawn"
2018-02-14 0.64 "morn"
2018-02-14 0.8 "after"
2018-02-14 0.44 "night"
2018-02-14 0.41 "dawn"
2018-02-15 0.64 "morn"
2018-02-15 0.82 "after"
2018-02-15 0.42 "night"
2018-02-15 0.41 "dawn"
2018-02-16 0.62 "morn"
2018-02-16 0.8 "after"
2018-02-16 0.42 "night"
2018-02-16 0.4 "dawn"
2018-02-17 0.68 "morn"
2018-02-17 0.83 "after"
2018-02-17 0.65 "night"
2018-02-17 0.49 "dawn"
2018-02-18 0.72 "morn"
2018-02-18 0.8 "after"
2018-02-18 0.58 "night"
2018-02-18 0.52 "dawn"
2018-02-19 0.69 "morn"
2018-02-19 0.77 "after"
2018-02-19 0.42 "night"
2018-02-19 0.39 "dawn"
2018-02-20 0.55 "morn"
2018-02-20 0.81 "after"
2018-02-20 0.39 "night"
2018-02-20 0.36 "dawn"
2018-02-21 0.6 "morn"
2018-02-21 0.72 "after"
2018-02-21 0.42 "night"
2018-02-21 0.4 "dawn"
2018-02-22 0.65 "morn"
2018-02-22 0.88 "after"
2018-02-22 0.43 "night"
2018-02-22 0.39 "dawn"
2018-02-23 0.68 "morn"
2018-02-23 0.87 "after"
2018-02-23 0.55 "night"
2018-02-23 0.42 "dawn"
2018-02-24 0.64 "morn"
2018-02-24 0.79 "after"
2018-02-24 0.55 "night"
2018-02-24 0.37 "dawn"
2018-02-25 0.62 "morn"
2018-02-25 0.86 "after"
2018-02-25 0.49 "night"
2018-02-25 0.4 "dawn"
2018-02-26 0.7 "morn"
2018-02-26 0.83 "after"
2018-02-26 0.62 "night"
2018-02-26 0.48 "dawn"
2018-02-27 0.68 "morn"
2018-02-27 0.75 "after"
2018-02-27 0.53 "night"
2018-02-27 0.39 "dawn"
2018-02-28 0.62 "morn"
2018-02-28 0.82 "after"
2018-02-28 0.43 "night"
2018-02-28 0.37 "dawn"
2018-03-01 0.66 "morn"
2018-03-01 0.88 "after"
2018-03-01 0.45 "night"
2018-03-01 0.37 "dawn"
2018-03-02 0.68 "morn"
2018-03-02 0.9 "after"
2018-03-02 0.44 "night"
2018-03-02 0.38 "dawn"
2018-03-03 0.68 "morn"
2018-03-03 0.86 "after"
2018-03-03 0.5 "night"
2018-03-03 0.4 "dawn"
2018-03-04 0.68 "morn"
2018-03-04 0.81 "after"
2018-03-04 0.44 "night"
2018-03-04 0.43 "dawn"
2018-03-05 0.69 "morn"
2018-03-05 0.8 "after"
2018-03-05 0.49 "night"
2018-03-05 0.43 "dawn"
2018-03-06 0.65 "morn"
2018-03-06 0.78 "after"
2018-03-06 0.57 "night"
2018-03-06 0.38 "dawn"
2018-03-07 0.62 "morn"
2018-03-07 0.84 "after"
2018-03-07 0.45 "night"
2018-03-07 0.4 "dawn"
2018-03-08 0.54 "morn"
2018-03-08 0.67 "after"
2018-03-08 0.38 "night"
2018-03-08 0.34 "dawn"
2018-03-09 0.51 "morn"
2018-03-09 0.63 "after"
2018-03-09 0.36 "night"
2018-03-09 0.33 "dawn"
2018-03-10 0.61 "morn"
2018-03-10 0.76 "after"
2018-03-10 0.4 "night"
2018-03-10 0.35 "dawn"
