"data" "minima" "pd"
2018-03-11 0.61 "morn"
2018-03-11 0.67 "after"
2018-03-11 0.41 "night"
2018-03-11 0.35 "dawn"
2018-03-12 0.59 "morn"
2018-03-12 0.8 "after"
2018-03-12 0.53 "night"
2018-03-12 0.44 "dawn"
2018-03-13 0.62 "morn"
2018-03-13 0.77 "after"
2018-03-13 0.44 "night"
2018-03-13 0.41 "dawn"
2018-03-14 0.62 "morn"
2018-03-14 0.84 "after"
2018-03-14 0.45 "night"
2018-03-14 0.38 "dawn"
2018-03-15 0.61 "morn"
2018-03-15 0.69 "after"
2018-03-15 0.41 "night"
2018-03-15 0.41 "dawn"
2018-03-16 0.62 "morn"
2018-03-16 0.86 "after"
2018-03-16 0.57 "night"
2018-03-16 0.47 "dawn"
2018-03-17 0.65 "morn"
2018-03-17 0.87 "after"
2018-03-17 0.52 "night"
2018-03-17 0.44 "dawn"
2018-03-18 0.69 "morn"
2018-03-18 0.77 "after"
2018-03-18 0.4 "night"
2018-03-18 0.36 "dawn"
2018-03-19 0.62 "morn"
2018-03-19 0.86 "after"
2018-03-19 0.39 "night"
2018-03-19 0.39 "dawn"
2018-03-20 0.73 "morn"
2018-03-20 0.86 "after"
2018-03-20 0.47 "night"
2018-03-20 0.42 "dawn"
2018-03-21 0.68 "morn"
2018-03-21 0.87 "after"
2018-03-21 0.52 "night"
2018-03-21 0.43 "dawn"
2018-03-22 0.74 "morn"
2018-03-22 0.83 "after"
2018-03-22 0.43 "night"
2018-03-22 0.36 "dawn"
2018-03-23 0.66 "morn"
2018-03-23 0.81 "after"
2018-03-23 0.42 "night"
2018-03-23 0.37 "dawn"
2018-03-24 0.68 "morn"
2018-03-24 0.75 "after"
2018-03-24 0.34 "night"
2018-03-24 0.32 "dawn"
2018-03-25 0.63 "morn"
2018-03-25 0.66 "after"
2018-03-25 0.46 "night"
2018-03-25 0.33 "dawn"
2018-03-26 0.7 "morn"
2018-03-26 0.9 "after"
2018-03-26 0.54 "night"
2018-03-26 0.4 "dawn"
2018-03-27 0.74 "morn"
2018-03-27 0.81 "after"
2018-03-27 0.49 "night"
2018-03-27 0.45 "dawn"
2018-03-28 0.68 "morn"
2018-03-28 0.83 "after"
2018-03-28 0.5 "night"
2018-03-28 0.42 "dawn"
2018-03-29 0.7 "morn"
2018-03-29 0.87 "after"
2018-03-29 0.52 "night"
2018-03-29 0.38 "dawn"
2018-03-30 0.68 "morn"
2018-03-30 0.72 "after"
2018-03-30 0.56 "night"
2018-03-30 0.45 "dawn"
2018-03-31 0.7 "morn"
2018-03-31 0.84 "after"
2018-03-31 0.62 "night"
2018-03-31 0.39 "dawn"
2018-04-01 0.65 "morn"
2018-04-01 0.82 "after"
2018-04-01 0.47 "night"
2018-04-01 0.42 "dawn"
2018-04-02 0.71 "morn"
2018-04-02 0.78 "after"
2018-04-02 0.42 "night"
2018-04-02 0.37 "dawn"
2018-04-03 0.56 "morn"
2018-04-03 0.85 "after"
2018-04-03 0.43 "night"
2018-04-03 0.41 "dawn"
2018-04-04 0.65 "morn"
2018-04-04 0.85 "after"
2018-04-04 0.5 "night"
2018-04-04 0.42 "dawn"
2018-04-05 0.61 "morn"
2018-04-05 0.9 "after"
2018-04-05 0.61 "night"
2018-04-05 0.47 "dawn"
2018-04-06 0.74 "morn"
2018-04-06 0.77 "after"
2018-04-06 0.47 "night"
2018-04-06 0.39 "dawn"
2018-04-07 0.59 "morn"
2018-04-07 0.81 "after"
2018-04-07 0.41 "night"
2018-04-07 0.34 "dawn"
2018-04-08 0.73 "morn"
2018-04-08 0.87 "after"
2018-04-08 0.58 "night"
2018-04-08 0.41 "dawn"
2018-04-09 0.64 "morn"
2018-04-09 0.86 "after"
2018-04-09 0.48 "night"
2018-04-09 0.39 "dawn"
2018-04-10 0.64 "morn"
2018-04-10 0.7 "after"
2018-04-10 0.4 "night"
2018-04-10 0.38 "dawn"
2018-04-11 0.68 "morn"
2018-04-11 0.68 "after"
2018-04-11 0.47 "night"
2018-04-11 0.4 "dawn"
2018-04-12 0.68 "morn"
2018-04-12 0.78 "after"
2018-04-12 0.46 "night"
2018-04-12 0.4 "dawn"
2018-04-13 0.78 "morn"
2018-04-13 0.89 "after"
2018-04-13 0.68 "night"
2018-04-13 0.52 "dawn"
2018-04-14 0.74 "morn"
2018-04-14 0.93 "after"
2018-04-14 0.68 "night"
2018-04-14 0.56 "dawn"
2018-04-15 0.79 "morn"
2018-04-15 0.86 "after"
2018-04-15 0.64 "night"
2018-04-15 0.5 "dawn"
2018-04-16 0.73 "morn"
2018-04-16 0.84 "after"
2018-04-16 0.54 "night"
2018-04-16 0.41 "dawn"
2018-04-17 0.7 "morn"
2018-04-17 0.83 "after"
2018-04-17 0.47 "night"
2018-04-17 0.41 "dawn"
2018-04-18 0.73 "morn"
2018-04-18 0.84 "after"
2018-04-18 0.66 "night"
2018-04-18 0.57 "dawn"
2018-04-19 0.8 "morn"
2018-04-19 0.89 "after"
2018-04-19 0.61 "night"
2018-04-19 0.53 "dawn"
2018-04-20 0.8 "morn"
2018-04-20 0.91 "after"
2018-04-20 0.591 "night"
2018-04-20 0.462 "dawn"
2018-04-21 0.719 "morn"
2018-04-21 0.928 "after"
2018-04-21 0.62 "night"
2018-04-21 0.497 "dawn"
2018-04-22 0.782 "morn"
2018-04-22 0.896 "after"
2018-04-22 0.621 "night"
2018-04-22 0.52 "dawn"
2018-04-23 0.725 "morn"
2018-04-23 0.959 "after"
2018-04-23 0.59 "night"
2018-04-23 0.481 "dawn"
2018-04-24 0.741 "morn"
2018-04-24 0.919 "after"
2018-04-24 0.603 "night"
2018-04-24 0.482 "dawn"
2018-04-25 0.8 "morn"
2018-04-25 0.824 "after"
2018-04-25 0.634 "night"
2018-04-25 0.593 "dawn"
2018-04-26 0.737 "morn"
2018-04-26 0.79 "after"
2018-04-26 0.374 "night"
2018-04-26 0.274 "dawn"
2018-04-27 0.676 "morn"
2018-04-27 0.765 "after"
2018-04-27 0.481 "night"
2018-04-27 0.399 "dawn"
2018-04-28 0.761 "morn"
2018-04-28 0.87 "after"
2018-04-28 0.596 "night"
2018-04-28 0.552 "dawn"
2018-04-29 0.746 "morn"
2018-04-29 0.796 "after"
2018-04-29 0.524 "night"
2018-04-29 0.47 "dawn"
2018-04-30 0.751 "morn"
2018-04-30 0.899 "after"
2018-04-30 0.636 "night"
2018-04-30 0.576 "dawn"
2018-05-01 0.849 "morn"
2018-05-01 0.896 "after"
2018-05-01 0.566 "night"
2018-05-01 0.481 "dawn"
2018-05-02 0.711 "morn"
2018-05-02 0.798 "after"
2018-05-02 0.56 "night"
2018-05-02 0.433 "dawn"
2018-05-03 0.804 "morn"
2018-05-03 0.862 "after"
2018-05-03 0.541 "night"
2018-05-03 0.452 "dawn"
2018-05-04 0.77 "morn"
2018-05-04 0.918 "after"
2018-05-04 0.554 "night"
2018-05-04 0.412 "dawn"
2018-05-05 0.827 "morn"
2018-05-05 0.929 "after"
2018-05-05 0.687 "night"
2018-05-05 0.564 "dawn"
2018-05-06 0.777 "morn"
2018-05-06 0.852 "after"
2018-05-06 0.548 "night"
2018-05-06 0.454 "dawn"
2018-05-07 0.76 "morn"
2018-05-07 0.824 "after"
2018-05-07 0.478 "night"
2018-05-07 0.426 "dawn"
2018-05-08 0.777 "morn"
2018-05-08 0.934 "after"
2018-05-08 0.461 "night"
2018-05-08 0.406 "dawn"
2018-05-09 0.516 "morn"
2018-05-09 0.608 "after"
2018-05-09 0.327 "night"
2018-05-09 0.275 "dawn"
2018-05-10 0.657 "morn"
2018-05-10 0.756 "after"
2018-05-10 0.414 "night"
2018-05-10 0.383 "dawn"
2018-05-11 0.6 "morn"
2018-05-11 0.621 "after"
2018-05-11 0.23 "night"
2018-05-11 0.197 "dawn"
2018-05-12 0.542 "morn"
2018-05-12 0.92 "after"
2018-05-12 0.569 "night"
2018-05-12 0.495 "dawn"
2018-05-13 0.696 "morn"
2018-05-13 0.751 "after"
2018-05-13 0.54 "night"
2018-05-13 0.524 "dawn"
2018-05-14 0.723 "morn"
2018-05-14 0.709 "after"
2018-05-14 0.576 "night"
2018-05-14 0.47 "dawn"
2018-05-15 0.677 "morn"
2018-05-15 0.831 "after"
2018-05-15 0.433 "night"
2018-05-15 0.373 "dawn"
2018-05-16 0.799 "morn"
2018-05-16 0.882 "after"
2018-05-16 0.579 "night"
2018-05-16 0.531 "dawn"
2018-05-17 0.816 "morn"
2018-05-17 0.857 "after"
2018-05-17 0.546 "night"
2018-05-17 0.504 "dawn"
2018-05-18 0.663 "morn"
2018-05-18 0.738 "after"
2018-05-18 0.314 "night"
2018-05-18 0.316 "dawn"
2018-05-19 0.712 "morn"
2018-05-19 0.404 "after"
2018-05-19 0.155 "night"
2018-05-19 0.384 "dawn"
2018-05-20 0.764 "morn"
2018-05-20 0.875 "after"
2018-05-20 0.694 "night"
2018-05-20 0.545 "dawn"
2018-05-21 0.716 "morn"
2018-05-21 0.867 "after"
2018-05-21 0.646 "night"
2018-05-21 0.522 "dawn"
2018-05-22 0.69 "morn"
2018-05-22 0.849 "after"
2018-05-22 0.366 "night"
2018-05-22 0.383 "dawn"
2018-05-23 0.775 "morn"
2018-05-23 0.679 "after"
2018-05-23 0.195 "night"
2018-05-23 0.413 "dawn"
2018-05-24 0.664 "morn"
2018-05-24 0.406 "after"
2018-05-24 0.376 "night"
2018-05-24 0.417 "dawn"
2018-05-25 0.765 "morn"
2018-05-25 0.464 "after"
2018-05-25 0.343 "night"
2018-05-25 0.295 "dawn"
2018-05-26 0.801 "morn"
2018-05-26 0.879 "after"
2018-05-26 0.554 "night"
2018-05-26 0.439 "dawn"
2018-05-27 0.696 "morn"
2018-05-27 0.828 "after"
2018-05-27 0.537 "night"
2018-05-27 0.423 "dawn"
2018-05-28 0.783 "morn"
2018-05-28 0.862 "after"
2018-05-28 0.346 "night"
2018-05-28 0.324 "dawn"
2018-05-29 0.608 "morn"
2018-05-29 0.553 "after"
2018-05-29 0.2 "night"
2018-05-29 0.425 "dawn"
2018-05-30 0.856 "morn"
2018-05-30 0.676 "after"
2018-05-30 0.246 "night"
2018-05-30 0.241 "dawn"
2018-05-31 0.802 "morn"
2018-05-31 0.96 "after"
2018-05-31 0.552 "night"
2018-05-31 0.51 "dawn"
2018-06-01 0.815 "morn"
2018-06-01 0.888 "after"
2018-06-01 0.625 "night"
2018-06-01 0.547 "dawn"
2018-06-02 0.877 "morn"
2018-06-02 0.855 "after"
2018-06-02 0.387 "night"
2018-06-02 0.373 "dawn"
2018-06-03 0.604 "morn"
2018-06-03 0.933 "after"
2018-06-03 0.655 "night"
2018-06-03 0.495 "dawn"
2018-06-04 0.695 "morn"
2018-06-04 0.603 "after"
2018-06-04 0.38 "night"
2018-06-04 0.317 "dawn"
2018-06-05 0.653 "morn"
2018-06-05 0.374 "after"
2018-06-05 0.084 "night"
2018-06-05 0.136 "dawn"
2018-06-06 0.31 "morn"
2018-06-06 0.219 "after"
2018-06-06 0.088 "night"
2018-06-06 0.255 "dawn"
2018-06-07 0.772 "morn"
2018-06-07 0.612 "after"
2018-06-07 0.156 "night"
2018-06-07 0.269 "dawn"
2018-06-08 0.58 "morn"
2018-06-08 0.405 "after"
2018-06-08 0.373 "night"
2018-06-08 0.427 "dawn"
2018-06-09 0.749 "morn"
2018-06-09 0.64 "after"
2018-06-09 0.668 "night"
2018-06-09 0.587 "dawn"
2018-06-10 0.758 "morn"
2018-06-10 0.723 "after"
2018-06-10 0.492 "night"
2018-06-10 0.5 "dawn"
2018-06-11 0.668 "morn"
2018-06-11 0.773 "after"
2018-06-11 0.523 "night"
2018-06-11 0.497 "dawn"
2018-06-12 0.583 "morn"
2018-06-12 0.732 "after"
2018-06-12 0.28 "night"
2018-06-12 0.234 "dawn"
2018-06-13 0.448 "morn"
2018-06-13 0.393 "after"
2018-06-13 0.127 "night"
2018-06-13 0.183 "dawn"
2018-06-14 0.413 "morn"
2018-06-14 0.3 "after"
2018-06-14 0.101 "night"
2018-06-14 0.196 "dawn"
2018-06-15 0.334 "morn"
2018-06-15 0.196 "after"
2018-06-15 0.105 "night"
2018-06-15 0.17 "dawn"
2018-06-16 0.407 "morn"
2018-06-16 0.435 "after"
2018-06-16 0.303 "night"
2018-06-16 0.37 "dawn"
2018-06-17 0.767 "morn"
2018-06-17 0.874 "after"
2018-06-17 0.423 "night"
2018-06-17 0.314 "dawn"
2018-06-18 0.367 "morn"
2018-06-18 0.813 "after"
2018-06-18 0.646 "night"
2018-06-18 0.412 "dawn"
2018-06-19 0.838 "morn"
2018-06-19 0.919 "after"
2018-06-19 0.691 "night"
2018-06-19 0.521 "dawn"
2018-06-20 0.763 "morn"
2018-06-20 0.888 "after"
2018-06-20 0.517 "night"
2018-06-20 0.497 "dawn"
2018-06-21 0.813 "morn"
2018-06-21 0.82 "after"
2018-06-21 0.532 "night"
2018-06-21 0.496 "dawn"
2018-06-22 0.761 "morn"
2018-06-22 0.965 "after"
2018-06-22 0.735 "night"
2018-06-22 0.588 "dawn"
2018-06-23 0.723 "morn"
2018-06-23 0.748 "after"
2018-06-23 0.664 "night"
2018-06-23 0.594 "dawn"
2018-06-24 0.737 "morn"
2018-06-24 0.793 "after"
2018-06-24 0.63 "night"
2018-06-24 0.468 "dawn"
2018-06-25 0.817 "morn"
2018-06-25 0.815 "after"
2018-06-25 0.436 "night"
2018-06-25 0.406 "dawn"
2018-06-26 0.818 "morn"
2018-06-26 0.783 "after"
2018-06-26 0.438 "night"
2018-06-26 0.382 "dawn"
2018-06-27 0.702 "morn"
2018-06-27 0.9 "after"
2018-06-27 0.611 "night"
2018-06-27 0.515 "dawn"
2018-06-28 0.772 "morn"
2018-06-28 0.826 "after"
2018-06-28 0.717 "night"
2018-06-28 0.57 "dawn"
2018-06-29 0.712 "morn"
2018-06-29 0.808 "after"
2018-06-29 0.503 "night"
2018-06-29 0.442 "dawn"
2018-06-30 0.791 "morn"
2018-06-30 0.817 "after"
2018-06-30 0.523 "night"
2018-06-30 0.424 "dawn"
2018-07-01 0.677 "morn"
2018-07-01 0.731 "after"
2018-07-01 0.392 "night"
2018-07-01 0.292 "dawn"
2018-07-02 0.706 "morn"
2018-07-02 0.754 "after"
2018-07-02 0.332 "night"
2018-07-02 0.297 "dawn"
2018-07-03 0.668 "morn"
2018-07-03 0.861 "after"
2018-07-03 0.348 "night"
2018-07-03 0.296 "dawn"
2018-07-04 0.765 "morn"
2018-07-04 0.721 "after"
2018-07-04 0.512 "night"
2018-07-04 0.434 "dawn"
2018-07-05 0.678 "morn"
2018-07-05 0.814 "after"
2018-07-05 0.486 "night"
2018-07-05 0.373 "dawn"
2018-07-06 0.807 "morn"
2018-07-06 0.415 "after"
2018-07-06 0.343 "night"
2018-07-07 0.745 "dawn"
2018-07-07 0.613 "morn"
2018-07-07 0.146 "after"
2018-07-07 0.143 "night"
2018-07-08 0.46 "dawn"
2018-07-08 0.419 "morn"
2018-07-08 0.577 "after"
2018-07-08 0.453 "night"
2018-07-09 0.718 "dawn"
2018-07-09 0.788 "morn"
2018-07-09 0.654 "after"
2018-07-09 0.561 "night"
2018-07-10 0.642 "dawn"
2018-07-10 0.834 "morn"
2018-07-10 0.679 "after"
2018-07-10 0.572 "night"
2018-07-11 0.752 "dawn"
2018-07-11 0.902 "morn"
2018-07-11 0.53 "after"
2018-07-11 0.476 "night"
2018-07-12 0.742 "dawn"
2018-07-12 0.792 "morn"
2018-07-12 0.296 "after"
2018-07-12 0.32 "night"
2018-07-13 0.697 "dawn"
2018-07-13 0.637 "morn"
2018-07-13 0.429 "after"
2018-07-13 0.376 "night"
2018-07-14 0.71 "dawn"
2018-07-14 0.929 "morn"
2018-07-14 0.625 "after"
2018-07-14 0.554 "night"
2018-07-15 0.691 "dawn"
2018-07-15 0.591 "morn"
2018-07-15 0.182 "after"
2018-07-15 0.172 "night"
2018-07-16 0.765 "dawn"
2018-07-16 0.863 "morn"
2018-07-16 0.758 "after"
2018-07-16 0.498 "night"
2018-07-17 0.764 "dawn"
2018-07-17 0.941 "morn"
2018-07-17 0.684 "after"
2018-07-17 0.502 "night"
2018-07-18 0.789 "dawn"
2018-07-18 0.757 "morn"
2018-07-18 0.707 "after"
2018-07-18 0.72 "night"
2018-07-19 0.724 "dawn"
2018-07-19 0.726 "morn"
2018-07-19 0.446 "after"
2018-07-19 0.401 "night"
2018-07-20 0.646 "dawn"
2018-07-20 0.712 "morn"
2018-07-20 0.283 "after"
2018-07-20 0.244 "night"
2018-07-21 0.333 "dawn"
2018-07-21 0.243 "morn"
2018-07-21 0.284 "after"
2018-07-21 0.459 "night"
2018-07-22 0.77 "dawn"
2018-07-22 0.853 "morn"
2018-07-22 0.478 "after"
2018-07-22 0.432 "night"
2018-07-23 0.652 "dawn"
2018-07-23 0.759 "morn"
2018-07-23 0.368 "after"
2018-07-23 0.394 "night"
2018-07-24 0.791 "dawn"
2018-07-24 0.858 "morn"
2018-07-24 0.596 "after"
2018-07-24 0.449 "night"
2018-07-25 0.707 "dawn"
2018-07-25 0.55 "morn"
2018-07-25 0.153 "after"
2018-07-25 0.276 "night"
2018-07-26 0.745 "dawn"
2018-07-26 0.566 "morn"
2018-07-26 0.749 "after"
2018-07-26 0.551 "night"
2018-07-27 0.78 "dawn"
2018-07-27 0.816 "morn"
2018-07-27 0.541 "after"
2018-07-27 0.427 "night"
2018-07-28 0.643 "dawn"
2018-07-28 0.711 "morn"
2018-07-28 0.137 "after"
2018-07-28 0.127 "night"
2018-07-29 0.345 "dawn"
2018-07-29 0.289 "morn"
2018-07-29 0.107 "after"
2018-07-29 0.232 "night"
2018-07-30 0.707 "dawn"
2018-07-30 0.522 "morn"
2018-07-30 0.248 "after"
2018-07-30 0.28 "night"
2018-07-31 0.588 "dawn"
2018-07-31 0.561 "morn"
2018-07-31 0.411 "after"
2018-07-31 0.37 "night"
2018-08-01 0.764 "dawn"
2018-08-01 0.814 "morn"
2018-08-01 0.554 "after"
2018-08-01 0.435 "night"
2018-08-02 0.674 "dawn"
2018-08-02 0.843 "morn"
2018-08-02 0.616 "after"
2018-08-02 0.429 "night"
2018-08-03 0.767 "dawn"
2018-08-03 0.768 "morn"
2018-08-03 0.273 "after"
2018-08-03 0.209 "night"
2018-08-04 0.528 "dawn"
2018-08-04 0.54 "morn"
2018-08-04 0.518 "after"
2018-08-04 0.475 "night"
2018-08-05 0.748 "dawn"
2018-08-05 0.834 "morn"
2018-08-05 0.568 "after"
2018-08-05 0.515 "night"
2018-08-06 0.615 "dawn"
2018-08-06 0.391 "morn"
2018-08-06 0.108 "after"
2018-08-06 0.148 "night"
2018-08-07 0.733 "dawn"
2018-08-07 0.818 "morn"
2018-08-07 0.428 "after"
2018-08-07 0.277 "night"
2018-08-08 0.433 "dawn"
2018-08-08 0.29 "morn"
2018-08-08 0.072 "after"
2018-08-08 0.13 "night"
2018-08-09 0.452 "dawn"
2018-08-09 0.338 "morn"
2018-08-09 0.539 "after"
2018-08-09 0.505 "night"
2018-08-10 0.701 "dawn"
2018-08-10 0.734 "morn"
2018-08-10 0.643 "after"
2018-08-10 0.583 "night"
2018-08-11 0.779 "dawn"
2018-08-11 0.903 "morn"
2018-08-11 0.649 "after"
2018-08-11 0.569 "night"
2018-08-12 0.789 "dawn"
2018-08-12 0.889 "morn"
2018-08-12 0.641 "after"
2018-08-12 0.569 "night"
2018-08-13 0.799 "dawn"
2018-08-13 0.824 "morn"
2018-08-13 0.512 "after"
2018-08-13 0.354 "night"
2018-08-14 0.589 "dawn"
2018-08-14 0.632 "morn"
2018-08-14 0.272 "after"
2018-08-14 0.31 "night"
2018-08-15 0.753 "dawn"
2018-08-15 0.92 "morn"
2018-08-15 0.56 "after"
2018-08-15 0.473 "night"
2018-08-16 0.785 "dawn"
2018-08-16 0.858 "morn"
2018-08-16 0.617 "after"
2018-08-16 0.498 "night"
2018-08-17 0.769 "dawn"
2018-08-17 0.866 "morn"
2018-08-17 0.531 "after"
2018-08-17 0.502 "night"
2018-08-18 0.798 "dawn"
2018-08-18 0.867 "morn"
2018-08-18 0.486 "after"
2018-08-18 0.45 "night"
2018-08-19 0.726 "dawn"
2018-08-19 0.852 "morn"
2018-08-19 0.48 "after"
2018-08-19 0.456 "night"
2018-08-20 0.72 "dawn"
2018-08-20 0.856 "morn"
2018-08-20 0.594 "after"
2018-08-20 0.478 "night"
2018-08-21 0.714 "dawn"
2018-08-21 0.877 "morn"
2018-08-21 0.395 "after"
2018-08-21 0.383 "night"
2018-08-22 0.767 "dawn"
2018-08-22 0.615 "morn"
2018-08-22 0.515 "after"
2018-08-22 0.418 "night"
2018-08-23 0.748 "dawn"
2018-08-23 0.827 "morn"
2018-08-23 0.572 "after"
2018-08-23 0.378 "night"
2018-08-24 0.691 "dawn"
2018-08-24 0.505 "morn"
2018-08-24 0.106 "after"
2018-08-24 0.121 "night"
2018-08-25 0.54 "dawn"
2018-08-25 0.308 "morn"
2018-08-25 0.442 "after"
2018-08-25 0.398 "night"
2018-08-26 0.685 "dawn"
2018-08-26 0.873 "morn"
2018-08-26 0.676 "after"
2018-08-26 0.455 "night"
2018-08-27 0.73 "dawn"
2018-08-27 0.871 "morn"
2018-08-27 0.627 "after"
2018-08-27 0.482 "night"
2018-08-28 0.686 "dawn"
2018-08-28 0.914 "morn"
2018-08-28 0.491 "after"
2018-08-28 0.447 "night"
2018-08-29 0.732 "dawn"
2018-08-29 0.783 "morn"
2018-08-29 0.616 "after"
2018-08-29 0.52 "night"
2018-08-30 0.805 "dawn"
2018-08-30 0.792 "morn"
2018-08-30 0.555 "after"
2018-08-30 0.451 "night"
2018-08-31 0.703 "dawn"
2018-08-31 0.851 "morn"
2018-08-31 0.549 "after"
2018-08-31 0.443 "night"
2018-09-01 0.704 "dawn"
2018-09-01 0.787 "morn"
2018-09-01 0.326 "after"
2018-09-01 0.323 "night"
2018-09-02 0.618 "dawn"
2018-09-02 0.598 "morn"
2018-09-02 0.085 "after"
2018-09-02 0.131 "night"
2018-09-03 0.344 "dawn"
2018-09-03 0.23 "morn"
2018-09-03 0.104 "after"
2018-09-03 0.308 "night"
2018-09-04 0.701 "dawn"
2018-09-04 0.88 "morn"
2018-09-04 0.678 "after"
2018-09-04 0.491 "night"
2018-09-05 0.708 "dawn"
2018-09-05 0.813 "morn"
2018-09-05 0.511 "after"
2018-09-05 0.401 "night"
2018-09-06 0.721 "dawn"
2018-09-06 0.53 "morn"
2018-09-06 0.419 "after"
2018-09-07 0.754 "night"
2018-09-07 0.838 "dawn"
2018-09-07 0.591 "morn"
2018-09-07 0.449 "after"
2018-09-08 0.718 "night"
2018-09-08 0.861 "dawn"
2018-09-08 0.4 "morn"
2018-09-08 0.401 "after"
2018-09-09 0.737 "night"
2018-09-09 0.933 "dawn"
2018-09-09 0.538 "morn"
2018-09-09 0.378 "after"
2018-09-10 0.743 "night"
2018-09-10 0.945 "dawn"
2018-09-10 0.479 "morn"
2018-09-10 0.432 "after"
2018-09-11 0.771 "night"
2018-09-11 0.906 "dawn"
2018-09-11 0.529 "morn"
2018-09-11 0.499 "after"
2018-09-12 0.749 "night"
2018-09-12 0.799 "dawn"
2018-09-12 0.533 "morn"
2018-09-12 0.476 "after"
2018-09-13 0.753 "night"
2018-09-13 0.727 "dawn"
2018-09-13 0.425 "morn"
2018-09-13 0.398 "after"
2018-09-14 0.78 "night"
2018-09-14 0.801 "dawn"
2018-09-14 0.492 "morn"
2018-09-14 0.454 "after"
2018-09-15 0.78 "night"
2018-09-15 0.69 "dawn"
2018-09-15 0.611 "morn"
2018-09-15 0.506 "after"
2018-09-16 0.586 "night"
2018-09-16 0.827 "dawn"
2018-09-16 0.286 "morn"
2018-09-16 0.299 "after"
2018-09-17 0.651 "night"
2018-09-17 0.785 "dawn"
2018-09-17 0.344 "morn"
2018-09-17 0.321 "after"
2018-09-18 0.695 "night"
2018-09-18 0.853 "dawn"
2018-09-18 0.36 "morn"
2018-09-18 0.307 "after"
2018-09-19 0.673 "night"
2018-09-19 0.643 "dawn"
2018-09-19 0.216 "morn"
2018-09-19 0.338 "after"
2018-09-20 0.517 "night"
2018-09-20 0.499 "dawn"
2018-09-20 0.189 "morn"
2018-09-20 0.224 "after"
2018-09-21 0.535 "night"
2018-09-21 0.328 "dawn"
2018-09-21 0.42 "morn"
2018-09-21 0.348 "after"
2018-09-22 0.673 "night"
2018-09-22 0.904 "dawn"
2018-09-22 0.66 "morn"
2018-09-22 0.462 "after"
2018-09-23 0.761 "night"
2018-09-23 0.957 "dawn"
2018-09-23 0.503 "morn"
2018-09-23 0.389 "after"
2018-09-24 0.702 "night"
2018-09-24 0.941 "dawn"
2018-09-24 0.483 "morn"
2018-09-24 0.416 "after"
2018-09-25 0.756 "night"
2018-09-25 0.828 "dawn"
2018-09-25 0.483 "morn"
2018-09-25 0.396 "after"
2018-09-26 0.745 "night"
2018-09-26 0.846 "dawn"
2018-09-26 0.531 "morn"
2018-09-26 0.419 "after"
2018-09-27 0.704 "night"
2018-09-27 0.858 "dawn"
2018-09-27 0.442 "morn"
2018-09-27 0.432 "after"
2018-09-28 0.756 "night"
2018-09-28 0.852 "dawn"
2018-09-28 0.564 "morn"
2018-09-28 0.408 "after"
2018-09-29 0.749 "night"
2018-09-29 0.768 "dawn"
2018-09-29 0.373 "morn"
2018-09-29 0.321 "after"
2018-09-30 0.658 "night"
2018-09-30 0.658 "dawn"
2018-09-30 0.27 "morn"
2018-09-30 0.294 "after"
2018-10-01 0.6 "night"
2018-10-01 0.634 "dawn"
2018-10-01 0.239 "morn"
2018-10-01 0.235 "after"
2018-10-02 0.655 "night"
2018-10-02 0.829 "dawn"
2018-10-02 0.336 "morn"
2018-10-02 0.318 "after"
2018-10-03 0.626 "night"
2018-10-03 0.444 "dawn"
2018-10-03 0.347 "morn"
2018-10-03 0.383 "after"
2018-10-04 0.684 "night"
2018-10-04 0.781 "dawn"
2018-10-04 0.456 "morn"
2018-10-04 0.409 "after"
2018-10-05 0.656 "night"
2018-10-05 0.757 "dawn"
2018-10-05 0.503 "morn"
2018-10-05 0.459 "after"
2018-10-06 0.736 "night"
2018-10-06 0.708 "dawn"
2018-10-06 0.571 "morn"
2018-10-06 0.499 "after"
2018-10-07 0.742 "night"
2018-10-07 0.835 "dawn"
2018-10-07 0.413 "morn"
2018-10-07 0.356 "after"
2018-10-08 0.636 "night"
2018-10-08 0.636 "dawn"
2018-10-08 0.162 "morn"
2018-10-08 0.176 "after"
2018-10-09 0.271 "night"
2018-10-09 0.264 "dawn"
2018-10-09 0.149 "morn"
2018-10-09 0.183 "after"
2018-10-10 0.378 "night"
2018-10-10 0.318 "dawn"
2018-10-10 0.402 "morn"
2018-10-10 0.374 "after"
2018-10-11 0.716 "night"
2018-10-11 0.839 "dawn"
2018-10-11 0.617 "morn"
2018-10-11 0.572 "after"
2018-10-12 0.768 "night"
2018-10-12 0.825 "dawn"
2018-10-12 0.59 "morn"
2018-10-12 0.453 "after"
2018-10-13 0.662 "night"
2018-10-13 0.903 "dawn"
2018-10-13 0.505 "morn"
2018-10-13 0.482 "after"
2018-10-14 0.763 "night"
2018-10-14 0.804 "dawn"
2018-10-14 0.268 "morn"
2018-10-14 0.268 "after"
2018-10-15 0.566 "night"
2018-10-15 0.81 "dawn"
2018-10-15 0.445 "morn"
2018-10-15 0.386 "after"
2018-10-16 0.672 "night"
2018-10-16 0.825 "dawn"
2018-10-16 0.527 "morn"
2018-10-16 0.461 "after"
2018-10-17 0.698 "night"
2018-10-17 0.791 "dawn"
2018-10-17 0.414 "morn"
2018-10-17 0.349 "after"
2018-10-18 0.732 "night"
2018-10-18 0.769 "dawn"
2018-10-18 0.29 "morn"
2018-10-18 0.269 "after"
2018-10-19 0.543 "night"
2018-10-19 0.769 "dawn"
